NumeroOS;IdCliente;IdVendedor;DataCriacao;DataAtualizacao;DataFinalizacao;Km;IdStatus;Desconto;idveiculo;IdProduto;QtdProduto;PrecoProduto;IdServico;StatusServico;IdMecanico;PrecoServico;IdFormaPagamento;Observacao
1;45419;497;15/05/2025;;15/05/2025;;224;;GAL5C16;774217;1;780;;;;;649;
