id;IDCliente;ValorDocumento;NumeroDocumento;DataDocumento;Vencimento;Status;DataPagamento
37965;40606;4700;18053A;29/01/2024;26/01/2024;PAID;26/01/2024
37808;40605;547;18000A;19/01/2024;19/01/2024;PENDING;
37847;40604;579;18022A;23/01/2024;23/01/2024;PAID;23/01/2024
37765;40603;780;17980A;18/01/2024;18/01/2024;PENDING;
37802;40602;2500;17996A;19/01/2024;19/01/2024;PAID;17/01/2024
37992;40601;590;18041A;30/01/2024;25/01/2024;PAID;25/01/2024
37800;40599;434;17994A;19/01/2024;19/01/2024;PAID;19/01/2024
37723;40598;480;17959A;17/01/2024;17/01/2024;PAID;17/01/2024
37627;40597;980;17910A;11/01/2024;10/01/2024;PAID;09/01/2024
37565;40596;550;17882A;08/01/2024;08/01/2024;PAID;08/01/2024
37638;40595;348;17922A;11/01/2024;11/01/2024;PAID;11/01/2024
37581;40594;878;17896A;09/01/2024;09/01/2024;PAID;09/01/2024
37925;40593;158;18049A;25/01/2024;25/01/2024;PENDING;
37696;40592;716;17938A;16/01/2024;15/01/2024;PAID;16/01/2024
37661;40591;4385;17930A;12/01/2024;12/01/2024;PAID;11/01/2024
37614;40590;1117,2;17908A;10/01/2024;10/01/2024;PAID;10/01/2024
37658;40589;1219,94;17928A;12/01/2024;12/01/2024;PAID;06/01/2024
37660;40589;1650;17929A;12/01/2024;12/01/2024;PAID;12/01/2024
37826;40589;2480;18004A;22/01/2024;20/01/2024;PAID;20/01/2024
37572;40588;320;17888A;09/01/2024;09/01/2024;PAID;09/01/2024
37707;40588;296,5;17900A;17/01/2024;09/02/2024;PENDING;
37708;40588;296,5;17900B;17/01/2024;23/02/2024;PENDING;
37544;40587;490;17880A;08/01/2024;08/01/2024;PAID;08/01/2024
37397;40586;157;17806A;27/12/2023;27/12/2023;PAID;27/12/2023
37394;40585;650;17790A;27/12/2023;22/12/2023;PAID;26/12/2023
37345;40584;338;17772A;22/12/2023;21/12/2023;PAID;21/12/2023
37350;40584;318;17785A;22/12/2023;22/12/2023;PAID;22/12/2023
37483;40583;97;17846A;03/01/2024;03/01/2024;PENDING;
37490;40583;29;17852A;03/01/2024;03/01/2024;PENDING;
37650;40582;1080;17897A;12/01/2024;24/01/2024;PENDING;
37651;40582;1080;17897B;12/01/2024;09/02/2024;PENDING;
37652;40582;1080;17897C;12/01/2024;23/02/2024;PENDING;
37653;40582;1080;17897D;12/01/2024;11/03/2024;PENDING;
37654;40582;1080;17897E;12/01/2024;25/03/2024;PENDING;
37672;40582;476,67;17935A;12/01/2024;11/02/2024;PENDING;
37673;40582;476,67;17935B;12/01/2024;12/03/2024;PENDING;
37674;40582;476,66;17935C;12/01/2024;11/04/2024;PENDING;
37433;40581;425;17824A;29/12/2023;29/12/2023;PAID;29/12/2023
37289;40580;270;17756A;20/12/2023;20/12/2023;PENDING;
37348;40579;2429;17782A;22/12/2023;22/12/2023;PAID;22/12/2023
37480;40579;118;17843A;03/01/2024;03/01/2024;PENDING;
37391;40578;619,97;17803A;27/12/2023;27/12/2023;PENDING;
37395;40577;700;17802A;27/12/2023;26/12/2023;PAID;26/12/2023
37293;40576;524;17757A;20/12/2023;20/12/2023;PAID;20/12/2023
37424;40575;3590;17817A;28/12/2023;28/12/2023;PAID;28/12/2023
37790;40575;270;17986A;19/01/2024;08/02/2024;PENDING;
37791;40575;270;17986B;19/01/2024;19/02/2024;PENDING;
37266;40574;550;17747A;19/12/2023;19/12/2023;PAID;19/12/2023
37263;40573;230;17746A;19/12/2023;19/12/2023;PAID;19/12/2023
37689;40572;159;17945A;15/01/2024;15/01/2024;PENDING;
37184;40571;2450;17695A;13/12/2023;13/12/2023;PAID;13/12/2023
37296;40570;2100;17758A;20/12/2023;20/12/2023;PAID;20/12/2023
37318;40570;1480;17770A;21/12/2023;18/01/2024;PAID;18/01/2024
37247;40569;400;17741A;19/12/2023;18/12/2023;PAID;18/12/2023
37695;40569;350;17948A;16/01/2024;16/01/2024;PAID;16/01/2024
37206;40568;801;17702A;14/12/2023;13/12/2023;PAID;13/12/2023
37234;40567;95;17729A;16/12/2023;15/12/2023;PENDING;
37165;40566;814;17691A;13/12/2023;13/12/2023;PAID;13/12/2023
37347;40565;360;17783A;22/12/2023;22/12/2023;PAID;22/12/2023
37161;40565;4400,15;17689A;12/12/2023;12/12/2023;PENDING;
37073;40564;480;17643A;07/12/2023;06/12/2023;PENDING;
37069;40563;3190;17642A;06/12/2023;06/12/2023;PAID;06/12/2023
37004;40562;270;17607A;04/12/2023;29/12/2023;PAID;02/01/2024
37183;40560;354;17703A;13/12/2023;10/01/2024;PAID;08/01/2024
36993;40559;1924;17608A;02/12/2023;02/12/2023;PENDING;
37034;40558;349;17601A;05/12/2023;01/12/2023;PENDING;
36984;40557;146;17600A;30/11/2023;02/10/2023;PENDING;
37782;40557;445;17987A;19/01/2024;19/01/2024;PENDING;
36878;40556;69;17549A;23/11/2023;23/11/2023;PAID;05/12/2023
37555;40555;90;17869A;08/01/2024;26/01/2024;PAID;26/01/2024
36880;40555;578;17551A;24/11/2023;24/11/2023;PENDING;
36948;40555;366,67;17562A;28/11/2023;27/12/2023;PENDING;
36949;40555;366,67;17562B;28/11/2023;26/01/2024;PENDING;
36950;40555;366,66;17562C;28/11/2023;25/02/2024;PENDING;
37990;40555;467;18076A;30/01/2024;19/02/2024;PENDING;
37991;40555;467;18076B;30/01/2024;29/02/2024;PENDING;
36846;40554;348;17528A;21/11/2023;17/11/2023;PAID;21/11/2023
36875;40553;1973;17548A;23/11/2023;23/11/2023;PENDING;
36955;40553;333;17584A;29/11/2023;29/11/2023;PENDING;
36828;40551;23;17526A;17/11/2023;17/11/2023;PAID;17/11/2023
36871;40550;193;17545A;23/11/2023;23/11/2023;PENDING;
36866;40549;518;17541A;22/11/2023;22/11/2023;PAID;23/11/2023
36748;40547;7560;17493A;10/11/2023;10/11/2023;PAID;10/11/2023
36709;40546;320;17482A;09/11/2023;09/11/2023;PAID;09/11/2023
36625;40545;298;17451A;01/11/2023;01/11/2023;PAID;01/11/2023
36572;40544;290;17426A;26/10/2023;26/10/2023;PENDING;
36816;40543;98;17512A;17/11/2023;16/11/2023;PAID;16/11/2023
37602;40543;139;17891A;10/01/2024;29/01/2024;PENDING;
37786;40543;28;17991A;19/01/2024;19/01/2024;PENDING;
36489;40542;3224;17386A;19/10/2023;19/10/2023;PAID;19/10/2023
36506;40542;280;17393A;20/10/2023;20/10/2023;PAID;20/10/2023
36648;40541;1290;17462A;04/11/2023;04/11/2023;PENDING;
36822;40540;267;17523A;17/11/2023;17/11/2023;PENDING;
36482;40539;1790;17382A;19/10/2023;19/10/2023;PAID;19/10/2023
36618;40538;295;17447A;01/11/2023;01/11/2023;PAID;01/11/2023
36575;40537;4681;17427A;27/10/2023;27/10/2023;PAID;24/10/2023
36953;40537;382;17582A;29/11/2023;29/11/2023;PAID;29/11/2023
37624;40537;476;17898A;11/01/2024;10/01/2024;PAID;10/01/2024
36562;40536;2260;17421A;26/10/2023;26/10/2023;PAID;26/10/2023
36520;40535;320;17404A;24/10/2023;24/10/2023;PENDING;
37486;40535;108;17848A;03/01/2024;03/01/2024;PENDING;
37606;40535;39;17905A;10/01/2024;10/01/2024;PENDING;
36475;40534;129;17379A;19/10/2023;19/10/2023;PAID;19/10/2023
36456;40533;222;17369A;18/10/2023;16/10/2023;PAID;16/10/2023
36457;40533;518;17369B;18/10/2023;18/10/2023;PAID;18/10/2023
36478;40532;240;17378A;19/10/2023;19/10/2023;PAID;19/10/2023
36930;40532;160;17456A;28/11/2023;03/11/2023;PAID;03/11/2023
37105;40532;370;17662A;08/12/2023;08/12/2023;PENDING;
36952;40531;1600;17581A;29/11/2023;29/11/2023;PAID;29/11/2023
36465;40530;280;17375A;19/10/2023;19/10/2023;PENDING;
36451;40529;1490;17368A;18/10/2023;18/10/2023;PAID;18/10/2023
36434;40528;3400;17360A;17/10/2023;17/10/2023;PAID;17/10/2023
36315;40527;289;17308A;05/10/2023;05/10/2023;PAID;05/10/2023
36418;40526;398;17351A;16/10/2023;06/11/2023;PAID;06/11/2023
36336;40524;8000;17316A;07/10/2023;03/10/2023;PAID;03/10/2023
36337;40524;20000;17316B;07/10/2023;07/10/2023;PAID;07/10/2023
36404;40524;690;17343A;13/10/2023;13/10/2023;PAID;13/10/2023
36624;40524;390;17450A;01/11/2023;01/11/2023;PAID;01/11/2023
36674;40524;1590;17470A;06/11/2023;06/11/2023;PAID;06/11/2023
37688;40524;3650;17944A;15/01/2024;15/01/2024;PAID;15/01/2024
37774;40524;336;17983A;18/01/2024;18/01/2024;PAID;18/01/2024
37789;40524;250;17992A;19/01/2024;19/01/2024;PAID;19/01/2024
36311;40522;600;17306A;05/10/2023;03/11/2023;PAID;03/11/2023
36312;40522;600;17306B;05/10/2023;04/12/2023;PAID;01/12/2023
36289;40521;98;17299A;03/10/2023;03/10/2023;PENDING;
36325;40520;1590;17285A;05/10/2023;02/10/2023;PAID;02/10/2023
36083;40519;550;17204A;18/09/2023;18/09/2023;PAID;18/09/2023
36274;40519;575;17290A;03/10/2023;31/10/2023;PAID;31/10/2023
36351;40519;700;17322A;10/10/2023;09/11/2023;PAID;09/11/2023
36275;40519;575;17290B;03/10/2023;28/11/2023;PAID;28/11/2023
36352;40519;700;17322B;10/10/2023;08/12/2023;PAID;08/12/2023
36153;40517;462;17240A;25/09/2023;25/09/2023;PAID;25/09/2023
36269;40517;74;17289A;03/10/2023;03/10/2023;PAID;03/10/2023
36372;40516;345;17332A;11/10/2023;10/11/2023;PAID;10/11/2023
36299;40516;890;17304A;04/10/2023;01/11/2023;PAID;23/11/2023
36373;40516;352,48;17332B;11/10/2023;06/12/2023;PAID;07/12/2023
37214;40516;219,72;17717A;14/12/2023;11/01/2024;PAID;15/01/2024
37713;40516;298;17927A;17/01/2024;08/02/2024;PENDING;
36248;40515;220;17279A;02/10/2023;02/10/2023;PAID;02/10/2023
36386;40514;1576;17310A;11/10/2023;05/10/2023;PAID;10/10/2023
36182;40514;1301;17254A;27/09/2023;27/09/2023;PENDING;
36142;40513;205;17234A;25/09/2023;25/09/2023;PAID;25/09/2023
36076;40511;678;17194A;18/09/2023;15/09/2023;PAID;14/09/2023
36186;40511;796;17256A;27/09/2023;27/09/2023;PENDING;
36034;40510;353;17179A;13/09/2023;13/09/2023;PAID;13/09/2023
37084;40510;144,6;17648A;07/12/2023;07/12/2023;PAID;07/12/2023
37612;40510;540;17906A;10/01/2024;10/01/2024;PAID;10/01/2024
37173;40510;450;17696A;13/12/2023;13/12/2023;PENDING;
36015;40509;1730;17168A;11/09/2023;11/09/2023;PAID;11/09/2023
35963;40508;398;17140A;05/09/2023;04/09/2023;PAID;04/09/2023
35997;40506;4890;17145A;08/09/2023;05/09/2023;PAID;05/09/2023
36387;40506;180;17318A;11/10/2023;09/10/2023;PAID;10/10/2023
36556;40506;1025;17415A;26/10/2023;26/10/2023;PAID;26/10/2023
36002;40505;100;17166A;11/09/2023;11/09/2023;PENDING;
37104;40505;493;17661A;08/12/2023;08/12/2023;PENDING;
37124;40505;85;17673A;11/12/2023;12/12/2023;PENDING;
37932;40504;450;18055A;26/01/2024;26/01/2024;PENDING;
36032;40503;7100;17178A;13/09/2023;13/09/2023;PAID;13/09/2023
36148;40502;967;17137A;25/09/2023;04/09/2023;PAID;04/09/2023
36151;40502;9047;17126A;25/09/2023;01/09/2023;PAID;04/09/2023
35943;40500;296;17135A;04/09/2023;04/09/2023;PAID;04/09/2023
36515;40500;35;17401A;23/10/2023;23/10/2023;PAID;23/10/2023
37960;40500;98;18050A;29/01/2024;08/02/2024;PENDING;
37981;40500;130;18061A;30/01/2024;19/02/2024;PENDING;
35916;40499;237;17124A;01/09/2023;01/09/2023;PENDING;
35906;40498;750;17117A;31/08/2023;31/08/2023;PAID;31/08/2023
35757;40497;790;17027A;18/08/2023;18/08/2023;PAID;18/08/2023
35770;40496;1782;17029A;21/08/2023;18/08/2023;PAID;18/08/2023
35896;40495;190;17116A;31/08/2023;31/08/2023;PAID;30/08/2023
35732;40494;231;17015A;17/08/2023;17/08/2023;PAID;17/08/2023
35880;40493;1000;17106A;30/08/2023;30/08/2023;PENDING;
35874;40492;1000;17098A;29/08/2023;29/08/2023;PAID;30/08/2023
35767;40490;170;17036A;21/08/2023;21/08/2023;PENDING;
35745;40487;550;17023A;18/08/2023;18/09/2023;PAID;18/09/2023
35807;40487;100;17043A;23/08/2023;18/09/2023;PAID;18/09/2023
35746;40487;550;17023B;18/08/2023;17/10/2023;PAID;17/10/2023
35688;40487;700;16998A;15/08/2023;14/08/2023;PENDING;
35689;40487;700;16998B;15/08/2023;12/09/2023;PENDING;
35693;40486;370;17000A;15/08/2023;15/08/2023;PAID;15/08/2023
35580;40485;2700;16946A;07/08/2023;07/08/2023;PAID;04/08/2023
35579;40482;890;16943A;07/08/2023;07/08/2023;PAID;07/08/2023
35562;40480;34;16939A;03/08/2023;03/08/2023;PENDING;
35518;40479;9180;16917A;28/07/2023;28/07/2023;PAID;28/07/2023
35765;40479;170;17034A;19/08/2023;19/08/2023;PENDING;
35792;40479;1025;17035A;22/08/2023;19/08/2023;PENDING;
35453;40478;410;16893A;25/07/2023;25/07/2023;PENDING;
36503;40477;40;17392A;20/10/2023;20/10/2023;PAID;30/10/2023
36801;40477;416;17514A;16/11/2023;16/11/2023;PAID;27/11/2023
35354;40477;245;16848A;13/07/2023;13/07/2023;PENDING;
35584;40477;100;16950A;07/08/2023;07/08/2023;PENDING;
36140;40477;100;17233A;22/09/2023;22/09/2023;PENDING;
37605;40477;197;17904A;10/01/2024;10/01/2024;PENDING;
35408;40476;550;16873A;18/07/2023;15/08/2023;PAID;14/08/2023
36089;40476;57;17208A;18/09/2023;18/09/2023;PENDING;
35406;40475;196;16872A;18/07/2023;18/07/2023;PAID;18/07/2023
35362;40474;858;16852A;14/07/2023;14/07/2023;PAID;14/07/2023
35520;40473;410;16919A;31/07/2023;31/07/2023;PAID;01/08/2023
35429;40472;3700;16884A;21/07/2023;21/07/2023;PAID;20/07/2023
35501;40471;211;16910A;28/07/2023;24/08/2023;PAID;31/08/2023
35403;40470;178;16869A;18/07/2023;18/07/2023;PAID;18/07/2023
35352;40468;1106;16847A;13/07/2023;10/08/2023;PAID;10/08/2023
36911;40468;102;17555A;27/11/2023;22/12/2023;PAID;26/12/2023
37548;40468;122,5;17841A;08/01/2024;24/01/2024;PAID;25/01/2024
35310;40467;189;16833A;10/07/2023;10/07/2023;PAID;10/07/2023
35235;40466;7429;16804A;03/07/2023;02/08/2023;PAID;02/08/2023
35236;40466;7429;16804B;03/07/2023;01/09/2023;PAID;01/09/2023
35555;40466;498;16933A;03/08/2023;08/09/2023;PAID;11/09/2023
35192;40463;193;16793A;29/06/2023;29/06/2023;PAID;29/06/2023
35076;40462;887;16741A;15/06/2023;15/06/2023;PENDING;
35189;40461;380;16791A;28/06/2023;28/06/2023;PENDING;
36187;40460;751;17247A;27/09/2023;24/10/2023;PAID;29/11/2023
36428;40460;550;17353A;17/10/2023;14/11/2023;PAID;20/12/2023
35156;40460;1232;16781A;26/06/2023;06/04/2009;PENDING;
35143;40458;450;16770A;23/06/2023;23/06/2023;PAID;23/06/2023
35825;40457;390;17065A;24/08/2023;21/09/2023;PAID;21/09/2023
35093;40457;138;16750A;20/06/2023;20/06/2023;PENDING;
35062;40456;808;16739A;15/06/2023;14/06/2023;PAID;14/06/2023
35029;40455;930;16726A;13/06/2023;13/06/2023;PAID;13/06/2023
35023;40454;2592;16725A;13/06/2023;13/06/2023;PAID;07/06/2023
35028;40454;2424;16727A;13/06/2023;13/06/2023;PAID;13/06/2023
37553;40453;346;17868A;08/01/2024;02/02/2024;PENDING;
37554;40453;346;17868B;08/01/2024;16/02/2024;PENDING;
37923;40453;298;18040A;25/01/2024;22/02/2024;PENDING;
36868;40452;1070,02;17542A;22/11/2023;23/11/2023;PAID;23/11/2023
37778;40452;78;17915A;19/01/2024;25/01/2024;PAID;18/01/2024
37779;40452;168;17621A;19/01/2024;15/12/2023;PAID;18/01/2024
37871;40452;37;18029A;23/01/2024;23/01/2024;PENDING;
35049;40451;228;16724A;14/06/2023;11/07/2023;PAID;10/07/2023
34983;40450;2746;16706A;07/06/2023;07/06/2023;PAID;07/06/2023
34992;40449;649;16703A;12/06/2023;04/07/2023;PAID;03/07/2023
34943;40448;285;16694A;01/06/2023;01/06/2023;PENDING;
34865;40446;79;16657A;24/05/2023;24/05/2023;PAID;26/05/2023
34756;40445;89;16608A;12/05/2023;13/06/2023;PAID;13/06/2023
34730;40444;2064;16604A;11/05/2023;11/05/2023;PAID;11/05/2023
34781;40442;2077;16628A;15/05/2023;15/05/2023;PAID;15/05/2023
34898;40442;574;16672A;26/05/2023;26/05/2023;PAID;26/05/2023
34720;40441;2313;16601A;11/05/2023;11/05/2023;PAID;11/05/2023
34810;40440;819;16636A;17/05/2023;17/05/2023;PAID;17/05/2023
34707;40439;136;16595A;10/05/2023;10/05/2023;PAID;10/05/2023
34748;40438;496;16610A;12/05/2023;12/05/2023;PAID;10/05/2023
35629;40438;240;16972A;09/08/2023;09/08/2023;PAID;09/08/2023
34777;40437;539;16625A;15/05/2023;15/05/2023;PAID;15/05/2023
34715;40436;35;16599A;11/05/2023;11/05/2023;PAID;11/05/2023
34760;40435;1558;16592A;12/05/2023;10/05/2023;PAID;10/05/2023
35647;40435;500;16977A;10/08/2023;10/08/2023;PENDING;
34557;40434;300;16528A;25/04/2023;25/04/2023;PAID;25/04/2023
34673;40433;94;16579A;09/05/2023;09/05/2023;PAID;09/05/2023
34685;40431;312;16570A;09/05/2023;05/05/2023;PAID;05/05/2023
34686;40431;600;16585A;09/05/2023;07/06/2023;PAID;06/06/2023
34700;40431;141;16590A;10/05/2023;06/06/2023;PAID;06/06/2023
34687;40431;600;16585B;09/05/2023;23/06/2023;PAID;23/06/2023
34688;40431;600;16585C;09/05/2023;07/07/2023;PAID;07/07/2023
37507;40431;645;17863A;04/01/2024;03/02/2024;PENDING;
37508;40431;645;17863B;04/01/2024;04/03/2024;PENDING;
34543;40429;615;16523A;24/04/2023;24/04/2023;PAID;24/04/2023
36530;40428;472,5;17387A;25/10/2023;19/11/2023;PAID;20/11/2023
36531;40428;472,5;17387B;25/10/2023;19/12/2023;PAID;19/12/2023
34556;40427;720;16527A;25/04/2023;25/04/2023;PAID;25/04/2023
34540;40426;640;16521A;24/04/2023;24/04/2023;PAID;24/04/2023
34514;40425;1900;16506A;19/04/2023;19/04/2023;PAID;19/04/2023
35073;40425;196;16735A;15/06/2023;12/07/2023;PAID;12/07/2023
35213;40425;98;16790A;29/06/2023;26/07/2023;PAID;25/07/2023
34488;40424;1986;16497A;18/04/2023;18/04/2023;PAID;17/03/2023
34534;40424;138;16511A;20/04/2023;20/04/2023;PAID;20/04/2023
34738;40424;398;16607A;11/05/2023;06/06/2023;PAID;06/06/2023
34708;40424;533;16593A;10/05/2023;08/06/2023;PAID;07/06/2023
34877;40424;326;16662A;25/05/2023;22/06/2023;PAID;22/06/2023
34709;40424;533;16593B;10/05/2023;23/06/2023;PAID;23/06/2023
35396;40424;398;16861A;17/07/2023;14/08/2023;PAID;15/08/2023
35717;40424;369;17008A;16/08/2023;13/09/2023;PAID;13/09/2023
36732;40424;239;17480A;09/11/2023;07/12/2023;PAID;07/12/2023
37339;40424;192;17778A;22/12/2023;19/01/2024;PAID;18/01/2024
37335;40424;1186,67;17777A;22/12/2023;18/01/2024;PENDING;
37336;40424;1186,67;17777B;22/12/2023;01/02/2024;PENDING;
37337;40424;1186,66;17777C;22/12/2023;15/02/2024;PENDING;
34501;40423;7800;16500A;18/04/2023;18/04/2023;PAID;17/03/2023
34552;40423;11800;16525A;25/04/2023;25/04/2023;PAID;25/04/2023
34622;40422;200;16556A;03/05/2023;03/05/2023;PAID;03/05/2023
34909;40422;180;16675A;29/05/2023;29/05/2023;PAID;29/05/2023
34481;40420;530;16493A;17/04/2023;17/04/2023;PENDING;
36514;40420;390;17400A;23/10/2023;23/10/2023;PENDING;
34507;40419;1528;16502A;18/04/2023;02/05/2023;PAID;02/05/2023
34905;40419;297;16668A;29/05/2023;22/06/2023;PAID;22/06/2023
35543;40419;118;16925A;03/08/2023;30/08/2023;PAID;30/08/2023
34610;40418;380;16549A;02/05/2023;02/05/2023;PAID;02/05/2023
34423;40418;1000;16470A;12/04/2023;12/04/2023;PENDING;
34398;40417;726;16454A;10/04/2023;10/04/2023;PAID;10/04/2023
37460;40417;208;17829A;03/01/2024;30/01/2024;PAID;29/01/2024
37600;40417;120;17884A;10/01/2024;29/01/2024;PAID;29/01/2024
34346;40416;170;16438A;04/04/2023;04/04/2023;PAID;04/04/2023
34370;40415;40;16449A;06/04/2023;06/04/2023;PAID;06/04/2023
36283;40415;124,99;17292A;03/10/2023;03/10/2023;PAID;03/10/2023
36619;40415;93;17446A;01/11/2023;01/11/2023;PAID;01/11/2023
37546;40415;34;17879A;08/01/2024;08/01/2024;PAID;08/01/2024
34418;40415;35;16469A;11/04/2023;11/04/2023;PENDING;
35894;40415;205,01;17111A;31/08/2023;31/08/2023;PENDING;
36045;40415;35;17182A;14/09/2023;14/09/2023;PENDING;
34348;40414;198;16439A;05/04/2023;05/04/2023;PENDING;
34354;40413;1480;16441A;05/04/2023;05/04/2023;PAID;02/04/2023
34336;40412;18;16430A;03/04/2023;03/04/2023;PAID;03/04/2023
34330;40411;580;16423A;03/04/2023;28/04/2023;PAID;28/04/2023
34343;40410;70;16435A;04/04/2023;04/04/2023;PAID;04/04/2023
34617;40410;47;16554A;03/05/2023;03/05/2023;PAID;03/05/2023
34363;40409;5500;16444A;05/04/2023;05/04/2023;PAID;05/04/2023
34690;40409;3080;16586A;09/05/2023;09/05/2023;PENDING;
34167;40408;27;16361A;17/03/2023;17/03/2023;PAID;17/03/2023
34292;40407;1394;16408A;30/03/2023;29/03/2023;PAID;29/03/2023
34211;40406;888;16376A;21/03/2023;21/03/2023;PAID;21/03/2023
34221;40405;1200;16373A;22/03/2023;18/04/2023;PAID;17/03/2023
34269;40404;298;16400A;28/03/2023;28/03/2023;PAID;28/03/2023
34234;40403;2140;16387A;23/03/2023;23/03/2023;PAID;27/03/2023
34257;40403;1160;16394A;27/03/2023;27/03/2023;PAID;27/03/2023
34160;40402;279;16358A;17/03/2023;17/03/2023;PAID;17/03/2023
34038;40401;312;16314A;08/03/2023;08/03/2023;PENDING;
34095;40400;1122;16330A;14/03/2023;14/03/2023;PAID;14/03/2023
34170;40400;2458;16360A;17/03/2023;17/03/2023;PAID;17/03/2023
34605;40399;162;16545A;02/05/2023;30/05/2023;PAID;30/05/2023
35044;40399;489;16719A;14/06/2023;10/07/2023;PAID;10/07/2023
36356;40399;95;17321A;10/10/2023;30/10/2023;PAID;25/10/2023
34118;40399;711;16338A;15/03/2023;11/04/2023;PENDING;
35747;40399;261;17014A;18/08/2023;14/09/2023;PENDING;
34048;40398;400;16316A;09/03/2023;09/03/2023;PAID;09/03/2023
34032;40397;118;16313A;08/03/2023;08/03/2023;PAID;08/03/2023
33965;40396;541;16291A;06/03/2023;06/03/2023;PAID;06/03/2023
34270;40396;503;16401A;28/03/2023;27/03/2023;PAID;27/03/2023
34315;40396;465;16425A;03/04/2023;03/05/2023;PAID;03/05/2023
34757;40396;121;16613A;12/05/2023;12/05/2023;PAID;12/05/2023
37545;40396;120;17872A;08/01/2024;05/01/2024;PAID;05/01/2024
34606;40396;363;16546A;02/05/2023;07/10/2008;PAID;07/10/2028
33949;40395;2990;16280A;03/03/2023;03/03/2023;PAID;03/03/2023
35914;40393;24;17123A;01/09/2023;01/09/2023;PAID;01/09/2023
37369;40393;78;17793A;26/12/2023;26/12/2023;PENDING;
33877;40392;850;16245A;23/02/2023;23/02/2023;PAID;23/02/2023
33894;40391;308,75;16257A;28/02/2023;28/02/2023;PENDING;
33659;40390;1899,92;16169A;31/01/2023;31/01/2023;PAID;31/01/2023
33927;40390;130;16267A;02/03/2023;01/03/2023;PAID;01/03/2023
33801;40389;170;16218A;14/02/2023;14/02/2023;PAID;14/02/2023
33781;40388;720;16211A;14/02/2023;13/03/2023;PAID;13/03/2023
34649;40388;276;16559A;05/05/2023;01/06/2023;PAID;01/06/2023
33758;40387;1200;16204A;10/02/2023;10/03/2023;PAID;07/03/2023
33835;40386;434,16;16229A;16/02/2023;16/02/2023;PENDING;
33772;40385;1715;16209A;13/02/2023;13/02/2023;PENDING;
33746;40384;189;16198A;09/02/2023;09/02/2023;PAID;09/02/2023
33652;40383;398;16165A;31/01/2023;31/01/2023;PAID;31/01/2023
33612;40382;1650,04;16143A;26/01/2023;26/01/2023;PAID;26/01/2023
33613;40382;1650;16144A;26/01/2023;26/01/2023;PAID;26/01/2023
33573;40380;535;16129A;25/01/2023;25/01/2023;PAID;24/01/2023
33394;40378;260;16048A;05/01/2023;05/01/2023;PENDING;
33391;40377;1400;16044A;05/01/2023;05/01/2023;PENDING;
33470;40376;690;16079A;16/01/2023;13/02/2023;PAID;13/02/2023
33922;40376;363;16263A;02/03/2023;29/03/2023;PAID;29/03/2023
34326;40376;42;16426A;03/04/2023;10/04/2023;PAID;10/04/2023
34285;40376;191;16407A;29/03/2023;26/04/2023;PAID;26/04/2023
35342;40376;201;16841A;12/07/2023;09/08/2023;PAID;09/08/2023
37874;40376;373;18031A;24/01/2024;21/02/2024;PENDING;
33412;40375;485;16043A;09/01/2023;02/02/2023;PAID;02/02/2023
33413;40375;485;16043B;09/01/2023;17/02/2023;PAID;17/02/2023
35106;40375;155;16754A;20/06/2023;20/06/2023;PAID;20/06/2023
35160;40375;54;16783A;26/06/2023;15/06/2023;PENDING;
33633;40374;440;16140A;27/01/2023;23/02/2023;PAID;26/01/2023
33418;40374;489;16057A;09/01/2023;09/01/2023;PENDING;
34425;40373;1080;16471A;12/04/2023;12/04/2023;PAID;12/04/2023
33889;40373;180;16255A;27/02/2023;27/02/2023;PENDING;
33491;40372;690;16096A;17/01/2023;17/01/2023;PAID;17/01/2023
33456;40371;1298;16078A;16/01/2023;14/01/2023;PENDING;
33425;40370;59;16063A;10/01/2023;10/01/2023;PAID;09/01/2023
33398;40369;298;16041A;06/01/2023;02/02/2023;PAID;02/02/2023
33898;40369;168;16249A;28/02/2023;27/03/2023;PAID;27/03/2023
35813;40369;196;17058A;23/08/2023;20/09/2023;PAID;21/09/2023
35888;40369;390;17105A;31/08/2023;27/09/2023;PAID;27/09/2023
33223;40368;498;15969A;14/12/2022;14/12/2022;PENDING;
33632;40367;698;16154A;27/01/2023;27/01/2023;PAID;27/01/2023
33365;40366;940;16029A;03/01/2023;31/01/2023;PAID;31/01/2023
33402;40366;1003;16045A;06/01/2023;02/02/2023;PAID;02/02/2023
33416;40366;89;16051A;09/01/2023;03/02/2023;PAID;03/02/2023
34322;40366;787;16416A;03/04/2023;28/04/2023;PAID;28/04/2023
34662;40366;1025;16571A;05/05/2023;05/06/2023;PAID;06/06/2023
34663;40366;1025;16571B;05/05/2023;04/07/2023;PAID;04/07/2023
35230;40366;52;16796A;03/07/2023;14/07/2023;PAID;17/07/2023
36734;40366;396;17486A;09/11/2023;07/12/2023;PAID;07/12/2023
37219;40366;229;17720A;15/12/2023;12/01/2024;PAID;18/01/2024
37314;40366;1287,5;17765A;21/12/2023;18/01/2024;PENDING;
37315;40366;1287,5;17765B;21/12/2023;01/02/2024;PENDING;
37417;40366;878,33;17813A;28/12/2023;26/01/2024;PENDING;
37418;40366;878,33;17813B;28/12/2023;12/02/2024;PENDING;
37419;40366;878,34;17813C;28/12/2023;26/02/2024;PENDING;
37558;40366;396;17875A;08/01/2024;02/02/2024;PENDING;
37890;40366;218;18024A;24/01/2024;19/02/2024;PENDING;
