id;IDCliente;ValorDocumento;NumeroDocumento;DataDocumento;Vencimento;Status;DataPagamento
23106;39374;30;11572A;21/12/2018;21/12/2018;PENDING;
14378;39373;424;7698A;02/09/2015;24/09/2015;PAID;24/09/2015
14379;39373;424;7698B;02/09/2015;09/10/2015;PAID;14/10/2015
14784;39373;390;7937A;29/10/2015;28/11/2015;PAID;30/11/2015
14785;39373;390;7937B;29/10/2015;13/12/2015;PAID;14/12/2015
14786;39373;390;7937C;29/10/2015;28/12/2015;PAID;05/01/2016
14295;39372;130;7690A;21/08/2015;21/08/2015;PENDING;
14311;39371;54;7697A;25/08/2015;25/08/2015;PENDING;
14297;39370;195;7691A;21/08/2015;21/08/2015;PENDING;
14427;39370;100;7751A;11/09/2015;11/09/2015;PENDING;
14453;39370;105;7765A;16/09/2015;16/09/2015;PENDING;
15570;39367;380;8336A;15/03/2016;14/04/2016;PAID;14/04/2016
20606;39367;49;10531A;09/01/2018;26/01/2018;PAID;22/01/2018
20933;39367;168;10639A;22/02/2018;07/03/2018;PAID;06/03/2018
21740;39367;98;10971A;14/06/2018;06/07/2018;PAID;06/07/2018
16898;39367;49;8971A;23/09/2016;23/09/2016;PAID;27/02/2019
23552;39367;99;11755A;14/02/2019;28/02/2019;PAID;27/02/2019
24537;39367;640;12168A;02/07/2019;31/07/2019;PAID;29/07/2019
24786;39367;105;12278A;05/08/2019;02/09/2019;PAID;02/09/2019
26724;39367;450;13004A;06/05/2020;30/05/2020;PAID;28/05/2020
26725;39367;450;13004B;06/05/2020;14/06/2020;PAID;10/06/2020
27283;39367;420;13255A;10/08/2020;07/09/2020;PAID;03/09/2020
28046;39367;59;13609A;13/11/2020;01/12/2020;PAID;01/12/2020
28197;39367;68;13702A;01/12/2020;28/12/2020;PAID;21/12/2020
30096;39367;253;14551A;08/09/2021;04/10/2021;PAID;01/10/2021
31782;39367;159;15336A;13/06/2022;08/07/2022;PAID;06/07/2022
31819;39367;140;15350A;15/06/2022;13/07/2022;PAID;11/07/2022
32041;39367;148;15440A;18/07/2022;12/08/2022;PAID;09/08/2022
32284;39367;188;15548A;18/08/2022;14/09/2022;PAID;12/09/2022
33923;39367;86;16264A;02/03/2023;22/03/2023;PAID;17/03/2023
34787;39367;120;16620A;16/05/2023;12/06/2023;PAID;09/06/2023
34998;39367;108;16715A;12/06/2023;07/07/2023;PAID;05/07/2023
35508;39367;671;16906A;28/07/2023;24/08/2023;PAID;23/08/2023
14238;39367;96;7663A;13/08/2015;13/08/2015;PENDING;
15019;39367;52;8072A;17/12/2015;17/12/2015;PENDING;
15273;39367;75;8134A;26/01/2016;06/01/2016;PENDING;
15569;39367;380;8335A;15/03/2016;14/04/2016;PENDING;
17118;39367;490;9078A;26/10/2016;08/11/2016;PENDING;
17915;39367;90;9459A;16/02/2017;16/02/2017;PENDING;
21310;39367;30;10821A;10/04/2018;10/04/2018;PENDING;
23203;39367;26;11616A;11/01/2019;11/01/2019;PENDING;
26041;39367;27;12754A;16/01/2020;16/01/2020;PENDING;
27284;39367;420;13255B;10/08/2020;21/09/2020;PENDING;
27393;39367;21;13296A;20/08/2020;20/08/2020;PENDING;
29183;39367;46;14157A;12/04/2021;12/04/2021;PENDING;
30644;39367;32;14796A;16/12/2021;16/12/2021;PENDING;
15619;39366;135;8363A;23/03/2016;30/03/2016;PAID;04/04/2016
14273;39365;272;7659A;19/08/2015;09/09/2015;PAID;09/09/2015
14216;39364;398;7650A;11/08/2015;11/08/2015;PENDING;
14181;39361;85;7636A;05/08/2015;05/08/2015;PENDING;
14276;39360;968,5;7668A;19/08/2015;16/09/2015;PAID;21/09/2015
14277;39360;968,5;7668B;19/08/2015;01/10/2015;PAID;01/10/2015
33517;39360;1980;16104A;18/01/2023;18/01/2023;PAID;18/01/2023
14168;39360;240;7630A;04/08/2015;04/08/2015;PENDING;
14194;39360;230;7639A;06/08/2015;06/08/2015;PENDING;
26909;39360;230;13091A;04/06/2020;04/06/2020;PENDING;
27260;39360;244;13229A;03/08/2020;28/07/2020;PENDING;
27287;39360;112;13256A;10/08/2020;10/08/2020;PENDING;
27306;39360;154;13266A;12/08/2020;12/08/2020;PENDING;
14156;39358;78;7622A;31/07/2015;28/08/2015;PAID;28/08/2015
18315;39358;90;9592A;12/04/2017;02/05/2017;PAID;02/05/2017
14157;39357;835;7623A;31/07/2015;30/08/2015;PAID;28/08/2015
14158;39357;835;7623B;31/07/2015;14/09/2015;PAID;09/09/2015
23568;39357;490;11763A;19/02/2019;19/02/2019;PENDING;
14373;39356;430;7706A;02/09/2015;23/09/2015;PAID;22/09/2015
14563;39356;170;7792A;29/09/2015;20/10/2015;PAID;20/10/2015
21044;39356;140;10693A;05/03/2018;27/03/2018;PAID;02/04/2018
22324;39356;89;11172A;06/09/2018;14/09/2018;PAID;18/09/2018
22431;39356;239;11217A;21/09/2018;01/10/2018;PAID;01/10/2018
23029;39356;298;11493A;12/12/2018;24/12/2018;PAID;17/12/2018
23756;39356;160;11825A;13/03/2019;08/04/2019;PAID;12/04/2019
25430;39356;229;12531A;05/11/2019;03/12/2019;PAID;12/12/2019
25692;39356;439;12610A;27/11/2019;01/01/2020;PAID;12/12/2019
25733;39356;210;12558A;29/11/2019;10/12/2019;PAID;12/12/2019
27033;39356;339;13112A;01/07/2020;13/07/2020;PAID;13/07/2020
28614;39356;198;13856A;26/01/2021;15/02/2021;PAID;17/02/2021
28618;39356;66;13863A;26/01/2021;18/02/2021;PAID;17/02/2021
29827;39356;410;14419A;22/07/2021;12/08/2021;PAID;03/08/2021
29903;39356;199;14472A;04/08/2021;03/09/2021;PAID;26/08/2021
29904;39356;199;14472B;04/08/2021;18/09/2021;PAID;16/09/2021
29400;39356;149;14221A;13/05/2021;05/06/2021;PENDING;
29401;39356;149;14221B;13/05/2021;20/06/2021;PENDING;
14188;39355;170;7619A;05/08/2015;27/08/2015;PAID;27/08/2015
14187;39353;198;7614A;05/08/2015;26/08/2015;PAID;26/08/2015
14874;39353;602;7986A;17/11/2015;14/12/2015;PAID;14/12/2015
14875;39353;602;7986B;17/11/2015;29/12/2015;PAID;29/12/2015
15208;39353;89;8142A;12/01/2016;27/01/2016;PAID;01/02/2016
15614;39353;905;8333A;22/03/2016;11/04/2016;PAID;08/04/2016
17200;39353;340;9096A;07/11/2016;24/11/2016;PAID;24/11/2016
23042;39353;552;11530A;12/12/2018;06/01/2019;PAID;07/01/2019
14263;39351;675;7587A;18/08/2015;21/08/2015;PAID;20/08/2015
14264;39351;675;7587B;18/08/2015;05/09/2015;PAID;08/09/2015
14577;39351;89;7829A;30/09/2015;28/10/2015;PAID;28/10/2015
15679;39351;76;8327A;31/03/2016;07/04/2016;PAID;04/04/2016
18364;39351;85;9612A;19/04/2017;08/05/2017;PAID;08/05/2017
18593;39351;377;9690A;16/05/2017;30/05/2017;PAID;30/05/2017
20345;39351;228;10431A;05/12/2017;02/01/2018;PAID;02/01/2018
26832;39351;342;13051A;21/05/2020;19/06/2020;PAID;19/06/2020
26833;39351;342;13051B;21/05/2020;04/07/2020;PAID;06/07/2020
27248;39351;203,5;13234A;30/07/2020;26/08/2020;PAID;26/08/2020
27249;39351;203,5;13234B;30/07/2020;09/09/2020;PAID;09/09/2020
28453;39351;185;13821A;05/01/2021;02/02/2021;PAID;02/02/2021
29206;39351;270;14172A;16/04/2021;14/05/2021;PAID;14/05/2021
29776;39351;140;14427A;16/07/2021;13/08/2021;PAID;16/08/2021
29845;39351;177;14451A;26/07/2021;23/08/2021;PAID;23/08/2021
29855;39351;246;14456A;27/07/2021;24/08/2021;PAID;24/08/2021
31715;39351;546;15307A;01/06/2022;29/06/2022;PAID;29/06/2022
31759;39351;320;15330A;09/06/2022;07/07/2022;PAID;07/07/2022
35387;39351;295;16867A;17/07/2023;16/08/2023;PAID;16/08/2023
35446;39351;751;16887A;24/07/2023;21/08/2023;PAID;21/08/2023
35388;39351;295;16867B;17/07/2023;31/08/2023;PAID;31/08/2023
29205;39351;270;14171A;16/04/2021;14/05/2021;PENDING;
14286;39350;370;7581A;21/08/2015;20/08/2015;PAID;19/08/2015
14287;39350;370;7581B;21/08/2015;04/09/2015;PENDING;
14057;39348;580;7572A;17/07/2015;16/08/2015;PENDING;
14058;39348;580;7572B;17/07/2015;31/08/2015;PENDING;
14060;39347;300;7573A;20/07/2015;17/08/2015;PAID;18/08/2015
15490;39347;329;8301A;02/03/2016;02/03/2016;PAID;04/04/2016
14042;39346;390;7543A;15/07/2015;12/08/2015;PAID;13/08/2015
16611;39346;169;8830A;04/08/2016;01/09/2016;PAID;31/08/2016
14913;39345;89;8012A;25/11/2015;23/12/2015;PAID;22/12/2015
16361;39345;294;8706A;06/07/2016;24/07/2016;PAID;02/08/2016
16404;39345;70;8756A;13/07/2016;10/08/2016;PAID;10/08/2016
18058;39345;98;9493A;07/03/2017;29/03/2017;PAID;06/03/2017
18752;39345;530;9745A;30/05/2017;09/06/2017;PAID;13/06/2017
19006;39345;90;9894A;05/07/2017;21/07/2017;PAID;25/07/2017
19431;39345;135;10021A;17/08/2017;29/08/2017;PAID;29/08/2017
26968;39345;565;13061A;15/06/2020;23/06/2020;PAID;23/06/2020
27847;39345;113;13510A;19/10/2020;13/11/2020;PAID;13/11/2020
28192;39345;98;13687A;01/12/2020;24/12/2020;PAID;23/12/2020
29411;39345;270;14193A;13/05/2021;26/05/2021;PAID;26/05/2021
29602;39345;169;14304A;23/06/2021;07/07/2021;PAID;08/07/2021
29765;39345;1116;14367A;15/07/2021;29/07/2021;PAID;03/08/2021
31177;39345;398;15044A;21/03/2022;15/04/2022;PAID;02/05/2022
31643;39345;976;15275A;23/05/2022;17/06/2022;PAID;17/06/2022
32218;39345;289;15513A;10/08/2022;05/09/2022;PAID;01/09/2022
32425;39345;308;15610A;06/09/2022;03/10/2022;PAID;29/09/2022
33519;39345;833;16109A;19/01/2023;18/01/2023;PAID;18/01/2023
33587;39345;345;16119A;25/01/2023;20/02/2023;PAID;23/01/2023
34627;39345;82;16555A;03/05/2023;17/05/2023;PAID;18/05/2023
13959;39345;178;7530A;06/07/2015;06/07/2015;PENDING;
34091;39345;1420;16331A;14/03/2023;13/03/2023;PENDING;
34261;39345;476;16396A;27/03/2023;24/04/2023;PENDING;
35774;39345;170;17039A;21/08/2023;21/08/2023;PENDING;
37297;39345;67;17762A;20/12/2023;20/12/2023;PENDING;
13974;39344;236,5;7526A;07/07/2015;31/07/2015;PAID;29/07/2015
14067;39344;203;7555A;20/07/2015;11/08/2015;PAID;14/08/2015
13975;39344;236,5;7526B;07/07/2015;17/08/2015;PAID;17/08/2015
16304;39343;550;8719A;28/06/2016;28/06/2016;PENDING;
18542;39343;400;9721A;09/05/2017;09/05/2017;PENDING;
18632;39343;216;9761A;17/05/2017;17/05/2017;PENDING;
21500;39343;516,6;10893A;09/05/2018;09/05/2018;PENDING;
21520;39343;44;10902A;15/05/2018;15/05/2018;PENDING;
13939;39342;180;7520A;01/07/2015;31/07/2015;PAID;29/07/2015
15287;39342;626,5;8192A;27/01/2016;26/02/2016;PAID;26/02/2016
15288;39342;626,5;8192B;27/01/2016;12/03/2016;PAID;14/03/2016
15527;39342;298;8304A;09/03/2016;02/04/2016;PAID;04/04/2016
15882;39342;298;8441A;29/04/2016;16/05/2016;PAID;24/05/2016
16041;39342;465;8572A;18/05/2016;15/06/2016;PAID;14/06/2016
16264;39342;80;8659A;22/06/2016;12/07/2016;PAID;14/07/2016
16263;39342;178;8674A;22/06/2016;14/07/2016;PAID;02/08/2016
16400;39342;165;8753A;13/07/2016;12/08/2016;PAID;12/08/2016
16455;39342;165;8778A;20/07/2016;19/08/2016;PAID;19/08/2016
16401;39342;165;8753B;13/07/2016;27/08/2016;PAID;26/08/2016
16573;39342;174;8815A;02/08/2016;29/08/2016;PAID;29/08/2016
17789;39342;267;9372A;01/02/2017;24/02/2017;PAID;24/02/2017
18380;39342;390;9604A;19/04/2017;05/05/2017;PAID;03/05/2017
18616;39342;102;9738A;16/05/2017;09/06/2017;PAID;09/06/2017
18745;39342;57;9800A;30/05/2017;23/06/2017;PAID;22/06/2017
20180;39342;504,5;10325A;31/10/2017;24/11/2017;PAID;24/11/2017
20084;39342;504,5;10324A;25/10/2017;24/11/2017;PAID;11/12/2017
20085;39342;504,5;10324B;25/10/2017;09/12/2017;PAID;11/12/2017
20181;39342;504,5;10325B;31/10/2017;09/12/2017;PAID;11/12/2017
21489;39342;189;10875A;07/05/2018;31/05/2018;PAID;05/06/2018
24754;39342;178;12269A;01/08/2019;29/08/2019;PAID;29/08/2019
26098;39342;180;12749A;21/01/2020;12/02/2020;PAID;12/02/2020
26691;39342;290;12972A;30/04/2020;13/05/2020;PAID;06/05/2020
26938;39342;195;13041A;12/06/2020;19/06/2020;PAID;19/06/2020
27117;39342;354;13166A;16/07/2020;04/08/2020;PAID;04/08/2020
27189;39342;283;13191A;23/07/2020;12/08/2020;PAID;13/08/2020
27384;39342;98;13285A;19/08/2020;14/09/2020;PAID;14/09/2020
28916;39342;297;14023A;04/03/2021;31/03/2021;PAID;31/03/2021
28917;39342;120;14022A;04/03/2021;31/03/2021;PAID;31/03/2021
30203;39342;118;14561A;05/10/2021;11/10/2021;PAID;11/10/2021
30396;39342;147;14676A;08/11/2021;01/12/2021;PAID;01/12/2021
32338;39342;147;15571A;25/08/2022;21/09/2022;PAID;21/09/2022
32485;39342;90;15619A;14/09/2022;28/09/2022;PAID;28/09/2022
33626;39342;139;16141A;27/01/2023;23/02/2023;PAID;23/02/2023
36061;39342;740;17186A;15/09/2023;11/10/2023;PAID;11/10/2023
36081;39342;440;17203A;18/09/2023;11/10/2023;PAID;11/10/2023
17550;39342;67;9267A;27/12/2016;10/01/2017;PENDING;
30191;39342;78;14555A;01/10/2021;05/10/2021;PENDING;
31430;39342;98;15159A;18/04/2022;12/05/2022;PENDING;
37512;39342;59;17865A;04/01/2024;04/01/2024;PENDING;
13885;39341;750;7497A;22/06/2015;22/07/2015;PAID;21/07/2015
14346;39341;554,5;7714A;28/08/2015;27/09/2015;PAID;28/09/2015
14347;39341;554,5;7714B;28/08/2015;12/10/2015;PAID;13/10/2015
14794;39341;143;7944A;30/10/2015;27/11/2015;PAID;02/12/2015
15194;39341;894,5;8145A;08/01/2016;07/02/2016;PAID;05/02/2016
15195;39341;894,5;8145B;08/01/2016;22/02/2016;PAID;22/02/2016
15606;39341;436;8324A;21/03/2016;09/04/2016;PAID;14/04/2016
17307;39341;560;9151A;22/11/2016;17/12/2016;PAID;19/12/2016
18008;39341;98;9436A;01/03/2017;13/03/2017;PAID;16/03/2017
18012;39341;186;9443A;01/03/2017;14/03/2017;PAID;16/03/2017
18214;39341;623;9525A;30/03/2017;07/04/2017;PAID;03/04/2017
18320;39341;1720;9603A;12/04/2017;16/04/2017;PAID;17/04/2017
18613;39341;280;9717A;16/05/2017;08/06/2017;PAID;05/06/2017
18614;39341;280;9717B;16/05/2017;23/06/2017;PAID;19/06/2017
20385;39341;422,5;10426A;07/12/2017;30/12/2017;PAID;02/01/2018
20386;39341;422,5;10426B;07/12/2017;14/01/2018;PAID;15/01/2018
22776;39341;460;11317A;30/10/2018;05/11/2018;PAID;05/11/2018
22777;39341;460;11317B;30/10/2018;12/11/2018;PAID;19/11/2018
25320;39341;134;12498A;24/10/2019;20/11/2019;PAID;18/11/2019
25687;39341;76;12556A;27/11/2019;09/12/2019;PAID;09/12/2019
13873;39339;500;7490A;17/06/2015;17/06/2015;PENDING;
13841;39338;196;7476A;15/06/2015;13/07/2015;PAID;13/07/2015
14201;39338;646;7646A;07/08/2015;06/09/2015;PAID;10/09/2015
20862;39338;473;10610A;09/02/2018;28/02/2018;PAID;28/02/2018
21351;39338;284;10842A;13/04/2018;11/05/2018;PAID;11/05/2018
17547;39338;1450;9246A;27/12/2016;12/01/2017;PENDING;
13902;39337;267;7507A;24/06/2015;22/07/2015;PAID;23/07/2015
13903;39337;267;7507B;24/06/2015;05/08/2015;PAID;05/08/2015
16118;39337;108;8611A;27/05/2016;24/06/2016;PAID;27/06/2016
18316;39337;175;9596A;12/04/2017;03/05/2017;PAID;08/05/2017
18376;39337;85;9626A;19/04/2017;10/05/2017;PAID;10/05/2017
26710;39337;143;12993A;30/04/2020;25/05/2020;PAID;25/05/2020
27987;39337;72;13549A;09/11/2020;23/11/2020;PAID;23/11/2020
31212;39337;138;15053A;24/03/2022;19/04/2022;PAID;19/04/2022
32189;39337;169;15494A;08/08/2022;30/08/2022;PAID;30/08/2022
32737;39337;78;15735A;14/10/2022;10/11/2022;PAID;10/11/2022
33037;39337;187;15876A;21/11/2022;16/12/2022;PAID;16/12/2022
33995;39337;746;16292A;08/03/2023;05/04/2023;PAID;05/04/2023
34133;39337;68;16342A;16/03/2023;12/04/2023;PAID;12/04/2023
34220;39337;379;16372A;22/03/2023;18/04/2023;PAID;18/04/2023
33996;39337;746;16292B;08/03/2023;20/04/2023;PAID;20/04/2023
33997;39337;746;16292C;08/03/2023;05/05/2023;PAID;05/05/2023
34892;39337;102;16661A;26/05/2023;22/06/2023;PAID;22/06/2023
35096;39337;298;16747A;20/06/2023;14/07/2023;PAID;14/07/2023
35174;39337;367;16774A;27/06/2023;21/07/2023;PAID;21/07/2023
35467;39337;384;16891A;26/07/2023;22/08/2023;PAID;22/08/2023
35676;39337;188;16992A;14/08/2023;06/09/2023;PAID;06/09/2023
35900;39337;130;17101A;31/08/2023;26/09/2023;PAID;26/09/2023
36098;39337;49;17202A;19/09/2023;09/10/2023;PAID;28/09/2023
36212;39337;86;17262A;28/09/2023;26/10/2023;PAID;26/10/2023
37370;39337;145;17771A;26/12/2023;18/01/2024;PAID;18/01/2024
26141;39337;49;12791A;24/01/2020;24/01/2020;PENDING;
35933;39337;144;17120A;04/09/2023;28/09/2023;PENDING;
36803;39337;160;17505A;17/11/2023;12/12/2023;PENDING;
37917;39337;59;18036A;25/01/2024;21/02/2024;PENDING;
13830;39336;280;7470A;11/06/2015;11/06/2015;PENDING;
13806;39335;110;7460A;10/06/2015;10/06/2015;PENDING;
13800;39334;374;7457A;09/06/2015;07/07/2015;PAID;07/07/2015
13924;39334;479;7483A;30/06/2015;14/07/2015;PAID;14/07/2015
14026;39334;186;7557A;14/07/2015;13/08/2015;PAID;13/08/2015
14027;39334;186;7557B;14/07/2015;28/08/2015;PAID;28/08/2015
14696;39334;198;7887A;16/10/2015;13/11/2015;PAID;13/11/2015
14983;39334;244;8057A;10/12/2015;09/01/2016;PAID;15/01/2016
13851;39333;118;7453A;16/06/2015;06/07/2015;PAID;14/07/2015
13798;39332;496,9;7455A;08/06/2015;08/06/2015;PENDING;
23559;39331;255;11758A;18/02/2019;15/03/2019;PENDING;
13792;39330;63;7452A;08/06/2015;08/06/2015;PENDING;
14364;39330;85;7723A;01/09/2015;01/09/2015;PENDING;
15217;39330;124;8163A;14/01/2016;14/01/2016;PENDING;
13784;39329;135;7446A;08/06/2015;08/06/2015;PENDING;
13838;39329;295;7474A;15/06/2015;15/06/2015;PENDING;
13771;39328;63;7436A;02/06/2015;02/06/2015;PENDING;
14128;39327;780;7575A;27/07/2015;19/08/2015;PAID;21/08/2015
13758;39327;556;7428A;29/05/2015;29/05/2015;PENDING;
13761;39325;149;7432A;01/06/2015;29/06/2015;PAID;29/06/2015
14166;39325;54;7629A;03/08/2015;31/08/2015;PAID;31/08/2015
15884;39325;129;8491A;29/04/2016;27/05/2016;PAID;27/05/2016
16257;39325;380;8685A;21/06/2016;18/07/2016;PAID;18/07/2016
16342;39325;180;8734A;05/07/2016;04/08/2016;PAID;04/08/2016
17108;39325;198;9036A;25/10/2016;14/11/2016;PAID;14/11/2016
17888;39325;76;9399A;15/02/2017;03/03/2017;PAID;06/03/2017
15849;39325;438;8475A;27/04/2016;27/05/2016;PENDING;
15994;39325;567;8548A;12/05/2016;27/05/2016;PENDING;
17444;39325;146;9206A;14/12/2016;03/01/2017;PENDING;
13716;39324;180;7411A;22/05/2015;08/06/2015;PAID;05/06/2015
13859;39324;200;7472A;17/06/2015;11/07/2015;PAID;06/07/2015
14353;39324;132;7717A;31/08/2015;06/10/2015;PAID;06/10/2015
15525;39324;163;8202A;08/03/2016;08/03/2016;PAID;07/03/2016
15526;39324;163;8202B;08/03/2016;28/03/2016;PAID;23/03/2016
15738;39324;90;8407A;06/04/2016;03/05/2016;PAID;06/05/2016
16876;39324;68;8938A;20/09/2016;05/10/2016;PAID;29/09/2016
18321;39324;125;9587A;12/04/2017;06/05/2017;PAID;02/05/2017
13711;39323;330;7409A;21/05/2015;20/06/2015;PAID;22/06/2015
28814;39323;107;13988A;22/02/2021;22/02/2021;PENDING;
13693;39322;45;7398A;20/05/2015;20/05/2015;PENDING;
13861;39321;334;7464B;17/06/2015;25/07/2015;PAID;24/07/2014
13860;39321;334;7464A;17/06/2015;10/07/2015;PAID;10/07/2015
14274;39321;190;7651A;19/08/2015;10/09/2015;PAID;10/09/2015
14371;39321;103;7693A;02/09/2015;21/09/2015;PAID;21/09/2015
27850;39321;230;13501A;19/10/2020;12/11/2020;PAID;12/11/2020
31835;39321;239;15359A;20/06/2022;18/07/2022;PAID;19/07/2022
32934;39321;478;15835A;09/11/2022;07/12/2022;PAID;07/12/2022
13882;39321;1050;7468A;22/06/2015;11/06/2015;PENDING;
34511;39321;453;16504A;18/04/2023;18/05/2023;PENDING;
34512;39321;453;16504B;18/04/2023;16/06/2023;PENDING;
24536;39320;1968;12169A;02/07/2019;01/07/2019;PENDING;
24625;39320;346;12213A;16/07/2019;16/07/2019;PENDING;
14272;39319;17;7676A;19/08/2015;19/08/2015;PENDING;
15222;39319;25;8157A;14/01/2016;13/01/2016;PENDING;
13739;39318;357;7399A;26/05/2015;19/06/2015;PAID;16/06/2015
13740;39318;357;7399B;26/05/2015;04/07/2015;PAID;30/06/2015
24512;39318;397;12163A;28/06/2019;27/07/2019;PAID;26/07/2019
26124;39318;152;12780A;22/01/2020;19/02/2020;PAID;07/02/2020
27044;39318;216;13146A;01/07/2020;29/07/2020;PAID;28/07/2020
35116;39318;278;16756A;21/06/2023;19/07/2023;PAID;13/07/2023
35121;39318;360;16760A;21/06/2023;19/07/2023;PAID;13/07/2023
24905;39318;90;12335A;23/08/2019;20/09/2019;PENDING;
13668;39317;150;7387A;18/05/2015;18/05/2015;PENDING;
13669;39316;290;7348A;18/05/2015;05/06/2015;PAID;05/06/2015
13586;39315;520;7334A;30/04/2015;30/04/2015;PENDING;
13599;39314;236;7333A;04/05/2015;30/05/2015;PAID;01/06/2015
13566;39313;168;7323A;28/04/2015;26/05/2015;PAID;26/05/2015
17098;39313;326;9039A;25/10/2016;14/11/2016;PAID;18/11/2016
17330;39313;267,5;9182A;23/11/2016;23/12/2016;PENDING;
17331;39313;267,5;9182B;23/11/2016;07/01/2017;PENDING;
13562;39312;2650;7319A;27/04/2015;27/04/2015;PENDING;
19467;39312;636;10071A;21/08/2017;14/09/2017;PENDING;
13542;39311;90;7309A;23/04/2015;23/04/2015;PENDING;
13941;39311;79;7521A;02/07/2015;02/07/2015;PENDING;
14332;39310;500;7705A;26/08/2015;26/08/2015;PENDING;
15824;39310;75;8456A;22/04/2016;20/04/2016;PENDING;
13529;39309;126;7301A;20/04/2015;20/04/2015;PENDING;
13511;39308;235;7291A;17/04/2015;17/05/2015;PENDING;
13512;39308;235;7291B;17/04/2015;16/06/2015;PENDING;
13736;39306;300;7419A;25/05/2015;25/05/2015;PENDING;
13496;39305;86;7282A;16/04/2015;16/04/2015;PENDING;
13507;39304;416;7289A;17/04/2015;17/04/2015;PENDING;
13531;39303;648;7279A;20/04/2015;16/05/2015;PENDING;
13488;39302;98;7272A;15/04/2015;14/04/2015;PENDING;
13461;39301;100;7269A;13/04/2015;13/04/2015;PENDING;
16345;39300;283;8698A;05/07/2016;23/07/2016;PAID;02/08/2016
17097;39300;237;9034A;25/10/2016;14/11/2016;PAID;17/11/2016
15934;39300;19;8530A;09/05/2016;12/04/2016;PENDING;
13414;39299;34;7244A;06/04/2015;06/04/2015;PENDING;
19802;39299;73;10228A;28/09/2017;28/09/2017;PENDING;
23205;39299;169;11614A;11/01/2019;11/01/2019;PENDING;
13424;39298;96;7240A;07/04/2015;30/04/2015;PAID;30/04/2015
23862;39297;95;11872A;28/03/2019;19/04/2019;PAID;22/04/2019
25053;39297;196;12383A;18/09/2019;11/10/2019;PAID;10/10/2019
27331;39297;120;13243A;13/08/2020;01/09/2020;PAID;01/09/2020
29156;39297;100;14103A;07/04/2021;22/04/2021;PAID;22/04/2021
30028;39297;159;14535A;30/08/2021;29/09/2021;PAID;04/10/2021
31087;39297;98;14999A;04/03/2022;01/04/2022;PAID;05/04/2022
31769;39297;289;15333A;10/06/2022;08/07/2022;PAID;08/07/2022
32319;39297;129,67;15563A;22/08/2022;21/09/2022;PAID;21/09/2022
32320;39297;129,67;15563B;22/08/2022;06/10/2022;PAID;06/10/2022
32321;39297;129,66;15563C;22/08/2022;21/10/2022;PAID;21/10/2022
28271;39297;129;13737A;07/12/2020;06/01/2021;PENDING;
13401;39296;338;7234A;01/04/2015;01/04/2015;PAID;01/04/2015
16847;39296;338;8929A;15/09/2016;12/10/2016;PAID;07/10/2016
20962;39296;50;10645A;26/02/2018;01/03/2018;PAID;13/03/2018
21681;39296;439;10940A;06/06/2018;25/06/2018;PAID;11/06/2018
21909;39296;146;11006A;16/07/2018;19/07/2018;PAID;24/07/2018
23658;39296;390;11768A;27/02/2019;22/03/2019;PAID;14/03/2019
18812;39296;180;9842A;06/06/2017;06/06/2017;PENDING;
21445;39296;1200;10874A;02/05/2018;02/05/2018;PENDING;
26151;39296;70;12796A;03/02/2020;03/02/2020;PENDING;
13389;39294;158;7229A;01/04/2015;29/04/2015;PAID;28/04/2015
33245;39294;323;15980A;19/12/2022;16/01/2023;PAID;16/01/2023
36371;39294;148;17333A;11/10/2023;08/11/2023;PAID;08/11/2023
16307;39294;59;8720A;29/06/2016;29/06/2016;PENDING;
20561;39294;285;10523A;04/01/2018;01/02/2018;PENDING;
21359;39294;24;10846A;17/04/2018;17/04/2018;PENDING;
31777;39294;50;15339A;13/06/2022;13/06/2022;PENDING;
13369;39293;310,2;7215A;27/03/2015;27/03/2015;PENDING;
13356;39291;140;7208A;26/03/2015;23/04/2015;PAID;23/04/2015
14871;39291;149;7991A;16/11/2015;14/12/2015;PAID;16/12/2015
19961;39291;130;10284A;10/10/2017;06/11/2017;PAID;04/11/2017
24470;39291;384;12116A;24/06/2019;08/07/2019;PAID;17/07/2019
32584;39291;298;15684A;26/09/2022;24/10/2022;PAID;03/11/2022
21357;39291;46;10845A;17/04/2018;17/04/2018;PENDING;
26446;39291;230;12920A;16/03/2020;13/04/2020;PENDING;
13337;39290;211,5;7197A;25/03/2015;25/03/2015;PENDING;
13340;39289;365;7198A;25/03/2015;24/04/2015;PAID;24/04/2015
13341;39289;365;7198B;25/03/2015;09/05/2015;PAID;28/05/2015
15405;39289;950;8088B;17/02/2016;16/01/2016;PAID;18/01/2016
15406;39289;950;8088C;17/02/2016;16/02/2016;PAID;16/02/2016
15404;39289;950;8088A;17/02/2016;24/12/2015;PAID;24/12/2016
13315;39287;615,5;7185A;20/03/2015;20/03/2015;PENDING;
13309;39286;198;7183A;19/03/2015;16/04/2015;PAID;16/04/2015
14640;39286;98;7843A;08/10/2015;31/10/2015;PAID;03/11/2015
14846;39286;114;7966A;11/11/2015;04/12/2015;PAID;04/12/2015
15176;39286;456;8138A;07/01/2016;06/02/2016;PAID;10/02/2016
17026;39286;426;9042A;18/10/2016;17/11/2016;PAID;17/11/2016
17048;39286;246;9054A;20/10/2016;17/11/2016;PAID;17/11/2016
17033;39286;367;9046A;19/10/2016;18/11/2016;PAID;18/11/2016
