CodigoDoProduto;CodigoDoProdutoI;Referencia;Codigo_barra;id;NomeProduto;Marca;Unidade;Localizacao;Preco1;PrecoCusto;CodigoDoFornecedor;EstoqueMinimo;EstoqueMaximo;Estoque;Complemento;NCM;CodigoDoGrupo
"07456	";;16326857495;;;BATENTE SUSPENSAO TRASEIRA STRADA 08/...SIMI-00329A;METAL SISTEM;UN;"	G2 PRD P2 - 43";120;51,92;;0;0;2;;87089990;
"32019	";;16326852127;;;COXIM TORTO TRASEIRO DO CAMBIO A3 2004 A 2008 TT 2007 A 2010 JETTA 2.5 2005 A 2010 JETTA 2.0 2011 A 2019 PASSAT 2005 A 2;METAL SISTEM;UN;"	G2 R1 P1 LB - 40";130;0;;0;0;1;;40169990;
"13005	";;16386806921;;;MANGUEIRA DE RETORNO DO RESERVATORIO DE AGUA DO RADIADOR XSARA PICASSO 1.6 2.0 16V 2001 A 2012;METAL SISTEN;UN;"	G2 R1 P4 LA - 29";110;48,8;;0;0;1;;87088000;
"03370	";;16336477493;;;MANGUEIRA TBI  FIORINO 1985 A 2013 PALIO 2001 A 2017 SIENA 2001 A 2013 STRADA 2001 A 2007 UNO 1985 A 2013 MG013;METAL SYSTEM;UN;"	G2 R1 P4 LA - 20";40;15,75;;0;0;7;;40093100;
"799807	";;16327495343;;;GUARNICAO PORTAS LATERAIS TRIBUBO SEM ABA  PASSAT/GOL .../95/VOYAGE/PARATI/SAVEIRO/SANTANA 2P .../90/D20/D40/D60/MONZA;METAL SYSTEM;UN;"	";80;37,08;;0;0;0;;40082900;
"799802	";;16327490513;;;GUARNICAO PORTA MALAS PERFIL ALTO GOL/VOYAGE/PARATI/VARIANT II/SANTANA/QUANTUM/APOLLO/LOGUS/PASSAT/VERSAILLES/ROY/ESCORT;METAL SYSTEM;UN;"	";80;39,18;;0;0;1;;40082900;
"07314	";;16327483479;;;KIT COIFA CAIXA DIRECAO HIDRAULICA  COURIER 1999 A 2013 FIESTA 2002 A 2014 KA 2001 A 2007;METAL SYSTEM;UN;"	";30;14,33;;0;0;3;;87089490;
"02903	";;16246420892;;;MANGUEIRA RESPIRO MOTOR ASTRA 1.8 2.0 8V 1999 A 2011 VECTRA 2.0 2006 A 2011;METAL SYSTEM;UN;"	G2 R1 P6 LA - 09";45;21,9;;0;0;3;;87088000;
"7314	";;16326834922;;;"SENSOR DE VELOCIDADE 	APOLLO/ESCORT/GOL/LOGUS/PAMPA/PARATI/POINTER/VERONA  94/...";MTE;UN;"	G3 R2 P4 LB - 44";130;0;;0;0;1;;85432000;
"7120	";;16326830513;;;SENSOR MAP MONZA/KADETT/S10/CORSA 94/... SIMILAR-DS1701;MTE;UN;"	G3 R2 P4 LB - 46";160;0;;0;0;0;;87089990;
"HG41142	";;16186849424;;;AMORTECEDOR TRASEIRO FIESTA 2010/...FORD KA 2014/.... SIMILAR SP363 AMD13206;NAKATA;UN;"	G2 R3 P1 LA - 18";260;129,64;;0;0;6;;87088000;
"159449	";;16200072932;;;BOLA DO CAMBIO KA/FIESTA/ECOSPORT 08/13 LENTE PRETA;NEW CAR;UN;"	";60;0;;0;0;2;;87089990;
"ZFR6J11D	";;16337076377;;;VELA DE IGNICAO RESISTIVA CIVIC/FIT 2001/... SIMILAR ZFR6FGP;NGK;UN;"	R4 P10 LA - 08";50;25,19;;0;0;16;;85111000;
"BRD7980	";;16337068955;;;BARRA AXIAL DE DIRECAO VECTRA/97/...SIMILAR-BA8027;PERFECT;UN;"	R1 P4 LA - 61";70;33,4;;0;0;0;;87089990;
"CIR0206	";;16326792543;;;CILINDRO DE RODA KA/FIESTA 2010/...SIMILAR-C3430;PERFECT;UN;"	R3 P4 LA - 36";140;140;;0;0;0;;87083090;
"4X6ST	";;16326776184;;;REBITE DE LONA UNIVERSAL;REBIBRAS;UN;"	";1;25,81;;0;0;2;;76161000;
"461163	";;16223866812;;;RETROVISOR EXTERNO POLO C/CONTROLE LE;RETROVEX;UN;"	";280;0;;0;0;1;;70091000;
"485	";;16208864821;;;CERA LIQUIDA RAPIDA GATILHO RODABRILL 500ML;RODABRILL;UN;"	";35;17,62;;0;0;0;;34053000;
"1408DS	";;16334782143;;;REGULADOR DE PRESSÃO (DIAFRAGMA) CORSA 94/...;ROLEMAR;UN;"	";80;40,21;;0;0;1;;84811000;
"MM3376	";;16333658376;;;MANGUEIRA INFERIOR RADIADOR FOX 2004 A 2019 SPACEFOX 2006 A 2016;ROLEMAR;UN;"	G2 R1 P2 LA - 11";100;41,04;;0;0;2;;40093100;
"NT20163116	";;16331323991;;;RADIADOR KWID 2017/...;ROLEMAR;UN;"	G3 R3 P1 LB - 03";640;0;;0;0;1;;87089100;
"NT20011523	";;16331319609;;;RADIADOR DE AGUA ONIX/SPIN/PRISMA/COBALT/SONIC 2011/...;ROLEMAR;UN;"	G3 R3 P5 LB - 06";350;227,03;;0;0;0;;87089100;
"ATD12002	";;16327420026;;;TERMINAL DE DIRECAO DIREITO TUCSON/KIA SPORTAGE 2004/...;ROLEMAR;UN;"	R2 P1 LB - 13";100;0;;0;0;1;;87089990;
"ATD12001	";;16327417004;;;TERMINAL DE DIRECAO ESQUERDO TUCSON/KIA SPORTAGE 2004/...;ROLEMAR;UN;"	R2 P1 LB - 13";100;44,66;;0;0;1;;87809990;
"APV02024	";;16327411124;;;PIVO DE SUSPENSAO SUPERIOR CHEVROLET S10/TRAIBLAZER 2012/...;ROLEMAR;UN;"	R3 P2 LA - 06";90;44,1;;0;0;2;;87089990;
"75663	";;16331398886;;;JUNTA DA TAMPA DE VALVULA ECOSPORT/FIESTA/FOCUS 2014/...;SABO;UN;"	R3 P8 LA - 14";80;0;;0;0;4;;40169300;
"82230	";;16326839098;;;JUNTA DE CABECOTE FIESTA/KA 96/...;SABO;UN;"	R3 P9 LA - 13";100;52,34;;0;0;0;;84849000;
"SK8469	";;16326803491;;;BIELETA  ETIOS 2012/.../YARIS 2018/... SIMILAR-BTC22116;SAMPEL;UN;"	R1 P5 LA - 14";50;16,89;;0;0;5;;87088000;
"35043	";;16331416105;;;KIT DE DISTRIBUICAO COURIER/ECOSPORT/FIESTA/FOCUS/KA 2000/...;SCHADEK;UN;"	R2 P5 LB - 11";350;145,5;;0;0;1;;84834090;
"30198	";;16176158175;;;TENSOR DA CORREIA DENTADA DOBLO/PALIO/SIENA/STRADA/UNO/PUNTO/IDEIA 08/...G-SIENA/MOBI/FIORINO 12/...SIMI (T357704);SCHADEK;UN;"	R3 P8 LB - 18";120;38,75;;0;0;17;;84835090;
"30126	";;16336469840;;;BUCHA DA BANDEJA DIANTEIRA  ECOSPORT 2003 A 2008 FIESTA 2002 A 2008 KA 2008 A 2010 SIMILAR-02652A;SUSPEX;UN;"	G2 R2 P5 LA  - 37";30;12,42;;0;0;8;;87089990;
"280695	";;16332814311;;;JOGO DE JUNTA SUPERIOR DO MOTOR CORSA/TIGRA 93/...1.6 16V;TARANTO;UN;"	R3 P7 LA - 37";270;138,37;;0;0;2;;84849000;
"B280600	";;16332806238;;;PARAFUSO DO CABECOTE CORSA/CRUZE/MERIVA/SONIC/STILO/TRACKER 2003/...;TARANTO;UN;"	R4 P5 LA - 22";260;123,18;;0;0;3;;73181500;
"RCCD00950009	";;16336530744;;;CILINDRO MESTRE DUPLO ASTRA/99/...;TRW;UN;"	";320;157,8;;0;0;1;;87083090;
"T010247	";;16336556796;;;SENSOR DE NIVEL DE COMBUSTIVEL FLUENCE/2011;TSA;UN;"	G3 R3 P6 LA - 19";140;67,27;;0;0;1;;90261029;
"TB6206	";;16336551768;;;CABO DO ACELERADOR PALIO/SIENA/STRADA 96/...;TUBA;UN;"	G2 R1 P2 LA - 74";60;25,84;;0;0;0;;87089990;
"TB6223	";;16336548941;;;CABO DO ACELERADOR PALIO/SIENA/STRADA 2000/...;TUBA;UN;"	G2 R1 P2 LA - 81";45;21,01;;0;0;3;;87089990;
"UB162	";;16332786299;;;BOMBA DE AGUA COBALT/SPIN/CORSA/MONTANA/MERIVA/PALIO/SIENA/STRADA/PUNTO/STILO/DOBLO/IDEIA1.8 SIMILAR 252008 GMBA162;URBA;UN;"	R2 P6 LB - 18";140;55,42;;0;0;2;;84133090;
"337292	";;16333663063;;;VALVULA TERMOSTATICA CORSA/ASTRA 95/....;VALCLEI;UN;"	";170;84,47;;0;0;1;;84818021;
"116782	";;16330620361;;;VALVULA TERMOSTATICA ECOSPORT/FIESTA/FOCUS 2010/...;VALCLEI;UN;"	R2 P2 LB - 37";120;55,41;;0;0;2;;84818021;
"WO136	";;16334789813;;;FILTRO DE OLEO BLINDADO CAPTIVA 2011/... 2.0 V6;WEGA;UN;"	R4 P1 LB - 11";130;63,24;;0;0;2;;84212300;
"131233PK	";;16325703603;;;JOGO DE JUNTA SUPERIOR DO MOTOR FIESTA/KA 96/...;SOUZA CAR;UN;"	R3 P7 LA - 22";100;50,32;;0;0;1;;84099190;
"78982	";;15843131799;;;MAÇANETA PORTA UNO INTERNA;SOUZA CAR;UN;"	";25;0;;0;0;0;;;
"07268	";;15927353821;;;KIT AMORTECEDOR DIANTEIRO PALIO PARCIAL;SOUZA CAR;UN;"	";30;0;;0;0;4;;87088000;
"BD5003C	";;16269013371;;;BANDEJA DIANTEIRA ESQUERDA C/BUCHA/PIVO PEUGEOT 206;SOUZA CAR;UN;"	";220;0;;0;0;1;;87089990;
"584815	";;16354393014;;;RETENTOR TRASEIRO DO VIRABREQUIM CORSA/CELTA/PRISMA/ONIX/MERIVA/MONTANA/AGILE/SONIC/FIT/CITY FIAT 1.8;SOUZA CAR;UN;"	";60;28,06;;0;0;6;;87089990;
"BR10412JT	";;15885037893;;;JUNTA DIVERSAS;SOUZA CAR;UN;"	";10;0;;0;0;0;;84842000;
"78488/	";;15842770355;;;SONDA LAMBDA CAPTIVA;SOUZA CAR;UN;"	";280;0;;0;0;0;;;
"125	";;15877994607;;;DIFERENÇA DE PAGAMENTO;SOUZA CAR;UN;"	";10;0;;0;0;0;;;
"02116	";;15958873200;;;TUBO AGUA PALIO/SIENA/DOBLO/PUNTO 1.8 8V MOTOR GM 200/...;SOUZA CAR;UN;"	";30;0;;0;0;0;;;
"MA61112	";;16027356240;;;PONTA HOMOCINETICA DUSTER;SOUZA CAR;UN;"	";260;0;;0;0;0;;;
"MA61112	";;16027356240;;;PONTA HOMOCINETICA DUSTER;SOUZA CAR;UN;"	";260;0;;0;0;0;;;
"MP1043	";;15923520143;;;PIVO INFERIOR VW/FOX/POLO/SPACE FOX/ LE PVI 1043;SOUZA CAR;UN;"	";80;0;;0;0;1;;87088000;
"UB0766	";;16029217819;;;BOMBA DE AGUA PALIO/UNO/SIENA/FIORINO/STRADA/IDEIA/DOBLO /PUNTO 01/....FIRE URBA/SIMILAR-BA766 GMBA/SIMILA-VKPC82251 SKF;URBA;UN;"	";120;0;;0;0;0;;84133090;
"UB0766	";;16029217819;;;BOMBA DE AGUA PALIO/UNO/SIENA/FIORINO/STRADA/IDEIA/DOBLO /PUNTO 01/....FIRE URBA/SIMILAR-BA766 GMBA/SIMILA-VKPC82251 SKF;URBA;UN;"	";120;0;;0;0;0;;84133090;
"537	";;16431877629;;;FITA AUTOMOTIVA ALTA PERFOMANCE AMARELA;3M;UN;"	";20;8,3;;0;0;6;;48114110;
"087101	";;15936899628;;;FLANGE DA AGUA GOLF 95/...GTI;AJE;UN;"	";100;0;;0;0;1;;;
"087092	";;16016839162;;;FLANGE COM ANEL GOLF 95/97 POLO 1.8 ATE 98 IBIZA 1.8 96/98;AJE;UN;"	R1 P3 LA - 08";20;6,82;;0;0;2;;;
"087092	";;16016839162;;;FLANGE COM ANEL GOLF 95/97 POLO 1.8 ATE 98 IBIZA 1.8 96/98;AJE;UN;"	R1 P3 LA - 08";20;6,82;;0;0;2;;;
"U2059	";;15826740651;;;BOBINA IGNIÇAO COROLLA 1.8 16V 2002/...;ATON;UN;"	";265;0;;0;0;0;;;
"AV34008	";;15945961721;;;PALHETA TRASEIRA 11.5 POLEGADAS AIR CROSS/C3 PICASSO 2011/...C4 2006/...2008 2014/...SANDERO 2014/...;AVX;UN;"	";45;0;;0;0;0;;85124010;
"1451098	";;15339439926;;;KIT RETENTOR DIFERENCIAL SEMI MAIOR MENOR ESQ/DIR PEUGEOT 20/306/405;BASTOS;UN;"	R2 P3 LB - 47";60;0;;0;0;1;;40169300;
"1161677	";;15894223230;;;RETENTOR DE DIREÇAO HIDRAULICA UNIVERSAL 30X15X7;BASTOS;UN;"	";75;0;;0;0;0;;;
"	";;15973726994;;;VALVULA TERMOSTATICA FORD FIESTA /KA SIGMAN;BILBAO;UN;"	";130;0;;0;0;0;;;
"	";;15973726994;;;VALVULA TERMOSTATICA FORD FIESTA /KA SIGMAN;BILBAO;UN;"	";130;0;;0;0;0;;;
"N7114	";;16183613771;;;LENTE C/ BASE VIDRO FIORINO 97/... LD SIMILAR 501365;BLAWER;UN;"	R3 P7 LA - 39";50;0;;0;0;0;;;
"N7115	";;16183611131;;;LENTE C/ BASE VIDRO FIORINO 97/... LE;BLAWER;UN;"	R3 P7 LA - 40";45;0;;0;0;0;;;
"507319U	";;15094349942;;;LIMPA FREIOS 300 ML CAR80;CAR80;UN;"	";30;9,1;;0;0;3;;34029019;
"N448	";;15942571854;;;PASTILHA DE FREIO DIANTEIRA CLIO 99/...SANDERO/LOGAN 2007/2014-SIMILAR-N443-SYL1357-SYL1343;COBREQ;UN;"	R2 P1 LA - 11";110;53,09;;0;0;8;;87083019;
"N1203	";;15941651107;;;PASTILHA DE FREIO DIANTEIRA AZERA 3.0 2012/...;COBREQ;UN;"	R2 P3 LA - 12";500;0;;0;0;1;;87083019;
"BTC01102	";;14472377291;;;BIELETA DIANTEIRA SANTANA/VERSAILLES 88/...;COFAP;UN;"	R1 P5 LA - 05";40;16;;0;0;10;;;
"AVX10X925	";;15256222710;;;CORREIA AVX ALTERNADOR CORSA/CELTA/PRISMA 01/07 SIMILAR (7364);CONTINENTAL;UN;"	G3 R3 P1 LA - 37";40;12,97;;0;0;2;;40103500;
"D22131	";;15829023424;;;INTERRUPTOR DE OLEO MOTOR AP GOL/SAVEIRO/PARATI/SAVEIRO/LOGUS/QUANTUM/SANTANA SIMILAR 3372;CONTINENTAL;UN;"	G2 R2 P3 LB - 61";50;22,05;;0;0;6;;85365060;
"CT879	";;15821422835;;;CORREIA DENTADA PALIO 1.6 16V 96/..DOBLO/SIENA/STRADA SIMILAR 40825X1XS 158SHPN254H;CONTINENTAL;UN;"	R4 P6 LA - 25";160;67,71;;0;0;3;;40103520;
"560026	";;15978941778;;;KIT VEDADOR FILTRO DE OLEO 206;CORCERAMA;UN;"	";32;0;;0;0;0;;;
"560026	";;15978941778;;;KIT VEDADOR FILTRO DE OLEO 206;CORCERAMA;UN;"	";32;0;;0;0;0;;;
"4PK860	";;15984777897;;;CORREIA ALTERNADOR COROLLA 96/...;DAYCO;UN;"	G3 R3 P1 LA - 06";45;19,01;;0;0;1;;40103100;
"4PK860	";;15984777897;;;CORREIA ALTERNADOR COROLLA 96/...;DAYCO;UN;"	G3 R3 P1 LA - 06";45;19,01;;0;0;1;;40103100;
"D6PK1385	";;16147381153;;;CORREIA ALTERNADOR PALIO/SIENA/STRADA/UNO/FIORINO 97...1.0/1.5 8V;DAYCO ;UN;"	";80;38,47;;0;0;3;;40103100;
"XS10103	";;15901169016;;;CABO DE IGNIÇAO CORSA 1.0/1.4 94/96 GASOLINA SIMILAR-SCG66-CVMG6602;DELPHI;UN;"	R4 P8 LA - 07";100;40,6;;0;0;4;;85443000;
"PRD00168	";;16145946558;;;ROTOR DO DISTRIBUIDOR IPANEMA/KADETT/MONZA 91/...SIMILAR RDMM560-510551;DELPHI;UN;"	G3 R2 P4 LB - 18";90;0;;0;0;0;;85119000;
"DPL508442	";;15919882925;;;SENSOR DE ROTAÇAO CORSA 94/...CELTA 2000/...MERIVA/MONTANA 1.8 8V 2003/...;DPL;UN;"	";110;0;;0;0;0;;;
"BD2903XR	";;16145898210;;;BARRA DIRECAO DIREITA FIXA GOL/PARATI/SAVEIRO/SANTANA 84/...;DRIVEWAY;UN;"	";220;0;;0;0;0;;87089990;
"ECO1651	";;16274847425;;;PASTILHA DE FREIO ONIX/PRISMA NOVO 2020/ SIMILAR HQJ2479A /SYL4082;ECO;UN;"	R2 P1 LA- 20";120;45,29;;0;0;5;;40093100;
"109420	";;16380405697;;;LANTERNA TRASEIRA DIREITA PARATI/SAVEIRO 85/...;EMO PECAS;UN;"	";50;23,33;;0;0;0;;87087090;
"9401147	";;15838364486;;;COMUTADOR DE INGNICAO UNO/FIORINO/ELBA/PREMIO 1990/...7 TERMINAIS;FACOBRAS;UN;"	G3 R3 P5 LA - 04";160;0;;0;0;0;;;
"4PK798	";;15831692803;;;CORREIA ELASTICA POLY-V LOGAN/SANDERO/KWID 2017/...1.0 /12V;GATES;UN;"	";75;0;;0;0;0;;;
"GN55	";;15860207431;;;VASELINA LIQUIDA 500GR GITANES;GITANES;UN;"	";30;0;;0;0;7;;27121000;
"05362	";;15956412126;;;COXIM DO MOTOR TRASEIRO  ESQUERDO/ ESCORT 84/89/ESCORT 1.6/HOBBY 1.6/V;GUARAUTO;UN;"	G2 R1 P5 LB - 32";100;42,39;;1;1;3;;87088000;
"HF87B	";;16046009959;;;DISCO DE FREIO VENTILADO DIANTEIRO GOL/VOYAGE/SAVEIRO/UP/ 2013/...;HIPPER FREIOS;UN;"	R4 P2 LA - 01";150;70,94;;0;0;2;;87083090;
"AL605	";;16322672701;;;GARFO DE EMBREAGEM PALIO/UNO/SIENA/FIORINO/ELBA/BRAVA/STRADA/TIPO/DOBLO 85/...;IMA;UN;"	R1 P3 LB - 06";140;0;;0;0;1;;87089300;
"AL953	";;15648097016;;;TRIZETA CIVIC 2000/...;IMA;UN;"	R2 P1 LB - 56";160;0;;0;0;2;;;
"ALK4687	";;16117487431;;;ROLAMENTO DIANTEIRO ESCORT APOLLO VERONA;IMA;UN;"	R3 P6 LB - 06";150;59,02;;0;0;1;;;
"ALR4988ABS	";;16014989236;;;ROLAMENTO DA RODA DIANTEIRA AMAROK C/ABS 2.0 10/...;IMA;UN;"	R3 P7 LB - 26";300;119,08;;0;0;1;;;
"ALR4988ABS	";;16014989236;;;ROLAMENTO DA RODA DIANTEIRA AMAROK C/ABS 2.0 10/...;IMA;UN;"	R3 P7 LB - 26";300;119,08;;0;0;1;;;
"M25003	";;16205621772;;;INTERRUPTOR VIDRO DUSTER /LOGAN /SANDERO D/E;IMPORTADO;UN;"	";160;0;;0;0;0;;;
"MM7178	";;14605193400;;;MANG. MOLD. RESPIRO CORSA/CELTA/MERIVA JAMAICA SIMILAR (373428) (02817);JAMAICA;UN;"	G2 R1 P7 LA - 50";15;0;;0;0;0;;;
"KL8575	";;15949991738;;;BANDEJA LADO DIREITO PALIO/STRADA/IDEA 1.8 8/16V ADVENTURE/LOKER 2008/...;KL;UN;"	";390;0;;0;0;1;;;
"CHEIRINHO ESTADOS UNIDOS	";;15941843782;;;CHEIRINHO  LITTLE TRESS VANILLLA PRIDE ESTADOS UNIDOS;LITTLE TRESS;UN;"	";20;10,67;;0;0;32;;33074900;
"10351	";;15962949048;;;OLEO 0W50 SN PLUS SINTETICO LUBRAX;LUBRAX;UN;"	";50;0;;0;0;16;;27101932;
"W6620	";;16145937456;;;FILTRO DE KWID 1.0 3 CILINDROS 2017/...;MANN HUMMEL;UN;"	";30;0;;0;0;0;;84212300;
"PP15612	";;15978035693;;;SENSOR ABS TRASEIRO JETTA  2011...;MARELLI;UN;"	";0;0;;0;0;0;;;
"PP15612	";;15978035693;;;SENSOR ABS TRASEIRO JETTA  2011...;MARELLI;UN;"	";0;0;;0;0;0;;;
"LA74	";;16117469444;;;FILTRO DE CABINE ZAFIRA 2.0 16V 01/01 ZAFIRA 2.0 8V 01/99 ZAFIRA 2.0 FLEX 01/05;METAL LEVE;UN;"	";35;0;;0;0;0;;;
"SDA6631STD	";;16232619066;;;ANEL DO MOTOR ASTRA/BLAZER/IPANEMA/KADETT/MONZA/OMEGA/S10/SUPREMA/VECTRA/ZAFIRA 84/....;METAL LEVE;UN;"	G3 R2 P1 LB - 87";350;0;;0;0;1;;84099116;
"10898	";;16233092050;;;PARAFUSO CROMADO KANGOO 2000 A 2003 LAGUNA 1994 A 2001 MEGANE 1997 A 2006 R19 1994 A 1998 SCENIC 1999 A 2011 TWINGO;METAL SISTEM;UN;"	";8;3,36;;0;0;23;;73181500;
"05607	";;15441332670;;;MANGUEIRA DO RESPIRO DO AR CELTA 1.0 2009 A 2016 CLASSIC 1.0 2009 A 2017 PRISMA 1.0 1.4 2009 A 2012;METAL SISTEN;UN;"	G2 R1 P7 LA - 46";35;13,97;;0;0;6;;40091100;
"05183	";;15837463965;;;COXIM RESTRITOR DE TORQUE  AIRCROSS 1.5 18V 2008 A 2016 C3 1.5 8V 2008 A 2016 208 1.5 8V 2012 A 2019 SIMILAR-9811898780;METAL SISTEN;UN;"	G2 R1 P3 LB - 7";70;0;;0;0;2;;;
"033791	";;15816533501;;;MANGUEIRA DO FILTRO DE AR OU TBI PALIO 1.5 8V 1996 A 2004 PALIO WEEKEND 1.5 8V 1997 A 2004 SIENA STRADA 1.5 8V 2002/2004;METAL SYSTEM;UN;"	G2 R1 P4 LA - 08";85;38,03;;0;0;3;;;
"10463	";;15931082166;;;REPARO ALAVANCA CAMBIO TRAMBULADOR PASSAT/GOL/VOYAGE 5 MACHAS;METAL SYSTEM;UN;"	";20;4,38;;0;0;12;;87089990;
"10932	";;15906545923;;;PARAFUSO CROMADO CH19 PALIO SIENA STRADA;METAL SYSTEM;UN;"	";8;3,67;;0;0;11;;73181500;
"02125	";;16037697318;;;TUBO AGUA CORSA/CELTA/MERIVA/MONTANA/AGILE TODOS;METAL SYSTEM;UN;"	G2 R1 P0 LA - 34";15;0;;0;0;12;;87082919;
"30243	";;15976948075;;;COXIM RESTRITOR DE TORQUE LOGAN/SANDERO/MEGANE 2007/... SIMI 8200575641-S8151;METAL SYSTEM;UN;"	G2 R1 P3 LB - 16";120;55,38;;0;0;0;;87089990;
"02125	";;16037697318;;;TUBO AGUA CORSA/CELTA/MERIVA/MONTANA/AGILE TODOS;METAL SYSTEM;UN;"	G2 R1 P0 LA - 34";15;0;;0;0;12;;87082919;
"30243	";;15976948075;;;COXIM RESTRITOR DE TORQUE LOGAN/SANDERO/MEGANE 2007/... SIMI 8200575641-S8151;METAL SYSTEM;UN;"	G2 R1 P3 LB - 16";120;55,38;;0;0;0;;87089990;
"MDFC026	";;16027971878;;;FILTRO DE CABINE RANGER 2.2 2012/...LA833-AKX35177-ACP212;MIDE PARTES;UN;"	R3 P9 LB - 04";50;0;;0;0;-1;;84213990;
"MDFC026	";;16027971878;;;FILTRO DE CABINE RANGER 2.2 2012/...LA833-AKX35177-ACP212;MIDE PARTES;UN;"	R3 P9 LB - 04";50;0;;0;0;-1;;84213990;
"MB3034K	";;15898361259;;;BUCHA BARRA ESTABILIZADORA GOL MOBENSANI;MOBEZANI;UN;"	";8;0;;0;0;0;;87088000;
"FC40650	";;15942309164;;;ROLAMENTO TRASEIRO  MERIVA/CORSA 2002/...FRENTE MONTANA-SIMILAR-ALR40650-VKBA3601A;MTF;UN;"	R3 P6 LB - 23";110;0;;0;0;3;;;
"MQ546	";;16004943020;;;VALVULA TERMOSTATICA KA 1.0 3 CILINDROS 2014/...;MULTIQUALITA;UN;"	";350;0;;0;0;1;;;
"MQ546	";;16004943020;;;VALVULA TERMOSTATICA KA 1.0 3 CILINDROS 2014/...;MULTIQUALITA;UN;"	";350;0;;0;0;1;;;
"LW006	";;16012787113;;;CHAVE DE RODA L 17MM;NAIROB;UN;"	";40;18,49;;0;0;0;;;
"LW006	";;16012787113;;;CHAVE DE RODA L 17MM;NAIROB;UN;"	";40;18,49;;0;0;0;;;
"N6012	";;14694670598;;;TERMINAL DE DIREÇAO UNO/ELBA/PREMIO/FIORINO 92/...LE/LD-SIMILAR-TDI1002-VKY4827-DEW12974;NAKATA;UN;"	R3 P1 LA - 86";70;0;;0;0;0;;;
"N23723GT	";;16237110419;;;BOMBA DE COMBUSTIVEL FLEX UNIVERSAL;NDC;UN;"	";140;0;;0;0;2;;;
"N3035C	";;15452070348;;;FLEXIVEL DE FREIO FORD FIESTA/KA 375MM 96/13 NORFLEX;NORFLEX;UN;"	G3 R3 P5 LA - 12";60;27,02;;0;0;1;;59090000;
"N3005	";;15840032136;;;FLEXIVEL DE FREIO DIANTEIRO APOLLO/ESCORT/ESCORT HOBBY/VERONA 84/...;NORFLEX;UN;"	G3 R3 P5 LA - 35";40;19,11;;0;0;1;;;
"KJH0359	";;16489268632;;;JUNTA HOMOCINETICA MONTANA 2011/...;PERFECT;UN;"	R1 P9 LB - 22A";220;86,84;;0;0;1;;87085099;
"PVI7368	";;16522631621;;;PIVO DE SUSPENSAO INFERIOR DIREITO BORA/A3/EOS/FUSCA/GOLF/JETTA/POLO/TIGUAN/VIRTUS 2005/....;PERFECT;UN;"	R3 P3 LA - 71";90;49,57;;0;0;1;;87088000;
"PRE6678	";;16032159722;;;CILINDRO AUXILIAR EMBREAGEM HB20 2010/..CERATO 2009/...SOUL/I30/2015/...VELOSTER 1.6;PREMIER;UN;"	R1 P4 LB - 26";200;0;;0;0;1;;87089300;
"PRD0101BR	";;16031987729;;;BANDEJA COMPLETA LE PALIO/SIENA/STRADA/FIRE 2001/....COM BARRA;PREMIER;UN;"	";350;0;;0;0;0;;;
"PRE6678	";;16032159722;;;CILINDRO AUXILIAR EMBREAGEM HB20 2010/..CERATO 2009/...SOUL/I30/2015/...VELOSTER 1.6;PREMIER;UN;"	R1 P4 LB - 26";200;0;;0;0;1;;87089300;
"PRD0101BR	";;16031987729;;;BANDEJA COMPLETA LE PALIO/SIENA/STRADA/FIRE 2001/....COM BARRA;PREMIER;UN;"	";350;0;;0;0;0;;;
"DAC387340ABS	";;15941729543;;;ROLAMENTO DIANTEIRO FIT 2003/2008-CIVIC 95/... SIMILAR-ALR3873-CITY 2009/...;PRO;UN;"	R1 P4 LA - 20";150;0;;0;0;0;;;
"05663	";;15955122451;;;c;radnaq;UN;"	FLEX";15;0;;10;10;5;;34029039;
"8200692201	";;15901870961;;;VALVULA EQUALIZADORA CLIO 1.0/1.6 8/16V;RENAULT;UN;"	";1.700,00;0;;0;0;1;;84818099;
"82313	";;15538372844;;;JUNTA CABEÇOTE VW GOL 1.0/FOX 1.0/VOYAGE/PARATI MOTOR 1.0 EA11;SABO;UN;"	R3 P9 LA - 24";100;48,17;;0;0;13;;87085080;
"3000000228	";;15942484022;;;KIT EMBREAGEM 206/CLIO 1.0 16V 2000/...18 ESTRIAS-6590;SACHS;UN;"	";895;0;;0;0;0;;;
"8152	";;16546889047;;;COXIM DO CAMBIO SAMPEL RENAULT DUSTER 2009 ... RENAULT LOGAN 2007...RENAULT SANDERO 2007...;SAMPEL;UN;"	G2 R1 P5 LB - 40";150;0;;0;0;2;;;
"3141	";;16192198225;;;COXIM DO CAMBIO CORSA/CELTA/PRISMA/AGILE/MONTANA 02/...SIMILAR 05513;SAMPEL;UN;"	G2 R1 P5 LB - 08";130;51,32;;0;0;1;;;
"ACX01018	";;15987179218;;;COXIM DO MOTOR CAMBIO SUPERIOR TRASEIRO LADO ESQUERDO FOX/POLO 02/08/CROSSFOX/SPACEFOX /05/08;SHOCK BRAS;UN;"	G2 R1 P1 LB - 06";300;150,64;;0;0;1;;87089490;
"ACX01018	";;15987179218;;;COXIM DO MOTOR CAMBIO SUPERIOR TRASEIRO LADO ESQUERDO FOX/POLO 02/08/CROSSFOX/SPACEFOX /05/08;SHOCK BRAS;UN;"	G2 R1 P1 LB - 06";300;150,64;;0;0;1;;87089490;
