CodigoDoProduto;CodigoDoProdutoI;Referencia;Codigo_barra;id;NomeProduto;Marca;Unidade;Localizacao;Preco1;PrecoCusto;CodigoDoFornecedor;EstoqueMinimo;EstoqueMaximo;Estoque;Complemento;NCM;CodigoDoGrupo
"543396	";;15893119464;;;SUPORTE DE QUEBRA SOL GOL;SOUZA CAR;UN;"	";15;0;;0;0;7;;87089990;
"RV2534	";;15887376529;;;RADIADOR PALIO/STRADA/SIENA;SOUZA CAR;UN;"	";370;0;;0;0;0;;;
"GMBA149	";;15883746611;;;BOMBA DE AGUA BLAZER/IPANEMA/KADETT/MONZA/S10 1.8/2.0/2.2 GMB/SIMILAR- 252001 INDISA;SOUZA CAR;UN;"	R2 P6 LB - 02";100;0;;0;0;1;;84133090;
"77767610025	";;15883651360;;;BRONZINA DE MANCAL  147/ELBA/PALIO/PREMIO/UNO 0.25;SOUZA CAR;UN;"	G3 R2 P1 LB - 22";120;55,57;;0;0;2;;84833029;
"ZFR6T11G	";;15882301997;;;VELA JETTA 2.5 2006 NGK ;SOUZA CAR;UN;"	";87,5;0;;0;0;0;;;
"42166	";;15881809493;;;BUCHA BARRA ESTABILIZADORA PALIO FURO 23 MM BROKITS LADO DIREITO;SOUZA CAR;UN;"	G2 R1 LA - 35 P3";25;0;;0;0;0;;87089990;
"	";;15873477954;;;LANTERNA TRASEIRA PALIO WEENKEND;SOUZA CAR;UN;"	";250;0;;0;0;0;;;
"VT528.90	";;15871472690;;;VALVULA TERMOSTATICA PUNTO 1.6 ETORQ 2014/...;SOUZA CAR;UN;"	";200;0;;0;0;0;;;
"79516	";;15868730680;;;KIT RETIFICA IDEA 1.8 8V ;SOUZA CAR;UN;"	";190;0;;0;0;0;;;
"510017P	";;15867995415;;;KIT AMORTECEDOR DIANTEIRO ESQUERDO 206/207 1.4 /1.6 HOGGAR INDIVIDUAL;SOUZA CAR;UN;"	";220;0;;0;0;98,08;;4016990;
"220022PE	";;15867989773;;;BANDEJA DIANTEIRA INFERIOR ESQUERDACOBALT/ONIX/SPIN / NOVO PRISMA / SONIC/ COMPLETO NISSI;SOUZA CAR;UN;"	";330;0;;0;0;0;;87089990;
"PI073	";;15864689647;;;PIVO DE SUSPENÇÃO PALIO/STRADA/IDEA LADO ESQUERDO;SOUZA CAR;UN;"	";80;0;;0;0;0;;87088000;
"0504945	";;15862137363;;;BUCHA BANDEJA SAQNDERO 2016;SOUZA CAR;UN;"	";75;0;;0;0;0;;;
"MAX10030	";;15861518737;;;SENSOR DE VELOCIDADE FIESTA/KA 2000/...;SOUZA CAR;UN;"	";110;0;;0;0;0;;;
"RQ0021	";;15860280325;;;GRAXA MP2 RADNAQ 500GR;SOUZA CAR;UN;"	";24;0;;0;0;0;;27101932;
"DAC355020	";;15856709468;;;ROLAMENTO DO AR UNIVERSAL 35X50X20;SOUZA CAR;UN;"	";80;0;;0;0;0;;;
"CHEIRINHOSPRAY	";;15856199504;;;CHEIRINHO SPRAY;SOUZA CAR;UN;"	";15;0;;0;0;0;;33074900;
"MC658	";;15854386247;;;PARAFUSO CONICO;SOUZA CAR;UN;"	";15;0;;0;0;0;;;
"	";;15851484844;;;KIT RETIFICA FOX;SOUZA CAR;UN;"	";120;0;;0;0;0;;;
"RC2104	";;15850000109;;;TINTA SPRAY RADCOLOR BRANCO BRILHANTE 400 ML RADCOLOR;SOUZA CAR;UN;"	";25;0;;0;0;0;;32091010;
"K1816360	";;15964442956;;;CHAVE DE SETA CORSA E VECTRA 94/.....;SOUZA CAR;UN;"	";100;0;;0;0;0;;85365090;
"GTL2112BR	";;15964438010;;;LAMPADA LED  PINGAO  12 V 5W 4 LEDS;SOUZA CAR;UN;"	";8;0;;20;20;0;;85392910;
"5PK1300	";;15963653685;;;CORREIA ALTERNADOR 5PK1300 PASSAT AUDI A4 1.8 20V;SOUZA CAR;UN;"	";125;0;;0;0;0;;;
"51795z	";;15955149872;;;d121sx180;SOUZA CAR;UN;"	";45;0;;0;0;2;;;
"OK233H	";;15955108429;;;JUNTA HOMOCINETICA/ AGILE 1.4 2009/...CELTA 2013 /... 21 DENTES;SOUZA CAR;UN;"	R1 P8 LB - 01";200;0;;0;0;8;;;
"TC1048	";;15941656930;;;TC1048 CHICOTE 2 VIAS  HB4/9006;SOUZA CAR;UN;"	";30;0;;2;4;1;;;
"	";;15933434521;;;JUNTA DA BOMBA COMBUSTIVEL;SOUZA CAR;UN;"	";8;0;;0;0;0;;;
"NY3528049	";;15927044631;;;ABRAÇADEIRA DE NYLON;SOUZA CAR;UN;"	";1;0,31;;0;0;290;;39269090;
"	";;15925730421;;;ANEL DE VEDRACAO;SOUZA CAR;UN;"	";10;0;;0;0;0;;;
"MS30252	";;15918466025;;;BUCHA ESTABILIZADORA[18MM]POLO SEDAN 02;SOUZA CAR;UN;"	";15;0;;0;0;6;;40169990;
"590032	";;15917952875;;;LED T10 COM 4 LEDW;SOUZA CAR;UN;"	";15;0;;0;0;18;;85395200;
"D6PK1900	";;15910395575;;;D6PK1900 CORREIA ALT.BA.CPA.DIR.HID VECTRA/ASTRA/NUBIRA/CALIBRA DAYCO;SOUZA CAR;UN;"	G3 R3 P1 LA - 22";80;37,97;;0;0;0;;40103300;
"	";;15909943604;;;COXIM MOTOR LADO ESQUERDO DOBLO;SOUZA CAR;UN;"	";145;0;;0;0;0;;;
"	";;15909943603;;;COXIM CAMBIO DOBLO;SOUZA CAR;UN;"	";140;0;;0;0;0;;;
"	";;15909943602;;;MANGUEIRA DO RESPIRO DOBLO;SOUZA CAR;UN;"	";70;0;;0;0;0;;;
"	";;16127177619;;;ADITIVO ;SOUZA CAR;UN;"	";16;0;;0;0;0;;;
"6053	";;16124362704;;;KIT EMBREAGEM PALIO 1.6 16V;SOUZA CAR;UN;"	";450;0;;0;0;0;;;
"	";;16104829996;;;CAIXA DE DIREÇAO FIESTA;SOUZA CAR;UN;"	";870;0;;0;0;0;;;
"TPD16	";;16092380962;;;TRAVA DE PARA-CHOQUE PRETO (DECORATIVO);SOUZA CAR;UN;"	";50;0;;0;0;0;;;
"TPA08	";;16092378491;;;TRAVA DE PARA-CHOQUE PRETO;SOUZA CAR;UN;"	";70;0;;0;0;6;;;
"TPA02	";;16092377660;;;TRAVA DE PARA-CHOQUE VERMELHA;SOUZA CAR;UN;"	";70;0;;0;0;4;;;
"TPA01	";;16092376616;;;TRAVA DE PARA-CHOQUE PRATA;SOUZA CAR;UN;"	";70;0;;0;0;3;;;
"AP1303	";;16092315890;;;BOLA DE CAMBIO PALIO 96/02 WEEK/STRADA/SIENA /PRETO;SOUZA CAR;UN;"	";25;0;;0;0;0;;;
"	";;16084267197;;;CABO FREIO DIREITO;SOUZA CAR;UN;"	";150;0;;0;0;0;;;
"	";;16084267196;;;CABO FREIO ESQUERDO;SOUZA CAR;UN;"	";130;0;;0;0;0;;;
"BR19053102185	";;16067478480;;;BIELETA DIANTEIRA ELANTRA  93/2000;SOUZA CAR;UN;"	";80;0;;0;0;0;;;
"11719	";;16067376551;;;VARETA DE OLEO SPACEFOX 1.6;SOUZA CAR;UN;"	";50;0;;0;0;2;;;
"454427	";;16064935329;;;GPO VARETA DO CAPO CORSA/MERIVA/MONTANA;SOUZA CAR;UN;"	";30;0;;0;0;0;;;
"N7522	";;16064864859;;;LENTE C/ BASE VIDRO HB20 TODOS/ ELANTRA 11/...LD;SOUZA CAR;UN;"	R3 P6 LA - 07";50;0;;0;0;1;;;
"LEDH43D	";;16061190973;;;ULTRA LED H4;SOUZA CAR;UN;"	";170;0;;0;0;0;;;
"30455	";;16056455415;;;BUCHA DA BANDEIJA DIANTEIRA FURO 13MM GOLF 98/...A3/BORA/GOL/VOYAGE 08/.....;SOUZA CAR;UN;"	G2 R2 P2 LA - 31";40;0;;0;0;4;;;
"	";;16055444863;;;FUSIVEL MINI 25;SOUZA CAR;UN;"	";1;0;;0;0;0;;;
"101515	";;16047595726;;;CONEXAO RETO;SOUZA CAR;UN;"	";8;0;;0;0;0;;;
"	";;16028919013;;;COIFA HOMOCINETICA CORSA/CELTA  LADO CAMBIO;SOUZA CAR;UN;"	";30;0;;0;0;0;;;
"16848apx	";;16026878990;;;ARRUELA DE ENCOSTO ZETEC;SOUZA CAR;UN;"	";70;0;;0;0;0;;;
"1247	";;16024620117;;;RETROVISOR AUXILIAR DIREITO ESQUERDO;SOUZA CAR;UN;"	";25;0;;0;0;0;;;
"6211	";;16020186685;;;CABO DE ACELERADOR UNO/FIORINO ;SOUZA CAR;UN;"	";60;0;;0;0;0;;;
"BI	";;16007821842;;;BIOO16MM;SOUZA CAR;UN;"	";130;0;;0;0;1;;;
"05721	";;15998153581;;;MANGUEIRA RESPIRO LOGUS;SOUZA CAR;UN;"	";40;0;;0;0;0;;;
"260233	";;15990392357;;;SUB CALOTA CENTRO DA RODA GM 55MM.V.ELITE/ CAPETIVA C/E GM 3D;SOUZA CAR;UN;"	";50;0;;0;0;1;;87082912;
"1520146	";;15988111386;;;JUNTA COLETOR ESCAPE COROLLA 1.8 2005....;SOUZA CAR;UN;"	";100;0;;0;0;0;;;
"3316	";;15987505918;;;3316 INTERRUPTOR DE OLEO LIVINA;SOUZA CAR;UN;"	";140;0;;0;0;0;;;
"	";;15981401652;;;PARAFUSO TENSOR CORSA/;SOUZA CAR;UN;"	";35;0;;0;0;0;;;
"	";;15979311201;;;FAP9011;SOUZA CAR;UN;"	";210;0;;0;0;0;;;
"	";;15978146171;;;COXIM ESCAPAMENTO CLIO PEQUENO;SOUZA CAR;UN;"	";20;0;;0;0;0;;;
"	";;15977624451;;;BUCHA DA BANDEJA MARCH GRANDE;SOUZA CAR;UN;"	";32,5;0;;0;0;0;;;
"	";;15977624450;;;BUCHA DA BANDEJA MARH PEQUENA;SOUZA CAR;UN;"	";32,5;0;;0;0;0;;;
"	";;15977624449;;;COXIM CAMBIO MARCH 1.6 16V;SOUZA CAR;UN;"	";245;0;;0;0;0;;;
"	";;15974245422;;;ANEIS PALIO FIRE TD7508 STD;SOUZA CAR;UN;"	";0;0;;0;0;1;;;
"ICH0017	";;16253418249;;;MOLA TRASEIRA CORSA;SOUZA CAR;UN;"	";230;0;;0;0;0;;;
"703019	";;16239838044;;;sensor velocidade vectra 97/;SOUZA CAR;UN;"	";110;0;;0;0;0;;;
"BVS12002	";;16237916819;;;SENSOR VELOCIDADE VECTRA 06/;SOUZA CAR;UN;"	";110;0;;0;0;0;;;
"410623	";;16234655552;;;LANTERNA TRASEIRA LE ELBA/FIORINO 86/... 220401;SOUZA CAR;UN;"	G2 R1 P3 LB - 26";100;0;;0;0;0;;;
"tc4008	";;16234655551;;;tampa combustivel uno ate 90;SOUZA CAR;UN;"	";60;0;;0;0;0;;;
"SBB1313 0,25	";;16231980835;;;BRONZINA BIELA MONZA ;SOUZA CAR;UN;"	";100;0;;0;0;0;;;
"243300	";;16225539188;;;JOGO JUNTA MOTOR CELTA VHC;SOUZA CAR;UN;"	";200;0;;0;0;0;;;
"SPA9186 0,50	";;16225539184;;;KIT PISTAO CELTA ;SOUZA CAR;UN;"	";320;0;;0;0;0;;;
"4020	";;16223730380;;;ROLAMENTO EMBREAGEM MONZA;SOUZA CAR;UN;"	";95;0;;0;0;0;;;
"6025	";;16222648107;;;CABO CAPO PALIO 96/00;SOUZA CAR;UN;"	";35;0;;0;0;0;;;
"tc1004	";;16222007621;;;chicote bico injetor gol gv;SOUZA CAR;UN;"	";15;0;;0;0;2;;;
"FCI1304	";;16205378499;;;FILTRO DE COMBUSTIVEL JETTA ;SOUZA CAR;UN;"	";185;0;;0;0;0;;;
"H3 SUPER BRANCA	";;16188773539;;;LAMPADA SUPER BRANCA H3 12V 8500K/2 55W;SOUZA CAR;UN;"	";25;0;;0;0;8;;;
"GL80H9	";;16188769111;;;LAMPADA HALÓGENA H9 12V 65W GAUSS;SOUZA CAR;UN;"	";50;23,54;;2;6;3;;;
"TG1015H1	";;16188734063;;;LAMPADA H1 TIGER AUTO 12V 3200K 55W NORMAL;SOUZA CAR;UN;"	";15;4,5;;4;20;3;;;
"BJC55004M	";;16184228272;;;BANDEJA DIANTEIRA LD C/PIVO PEUGEOT 208/CITROEN C3 2013/...AIRCROSS 2011/;SOUZA CAR;UN;"	";350;0;;0;0;0;;;
"GR053	";;16164464354;;;CALOTA CORSA 2004/...ARO14;SOUZA CAR;UN;"	";35;0;;0;0;8;;87087090;
"CL10061	";;16164444132;;;CALOTA PALIO/SIENA 2009/..ARO14;SOUZA CAR;UN;"	";30;0;;0;0;0;;87087090;
"	";;16028919013;;;COIFA HOMOCINETICA CORSA/CELTA  LADO CAMBIO;SOUZA CAR;UN;"	";30;0;;0;0;0;;;
"16848apx	";;16026878990;;;ARRUELA DE ENCOSTO ZETEC;SOUZA CAR;UN;"	";70;0;;0;0;0;;;
"1247	";;16024620117;;;RETROVISOR AUXILIAR DIREITO ESQUERDO;SOUZA CAR;UN;"	";25;0;;0;0;0;;;
"6211	";;16020186685;;;CABO DE ACELERADOR UNO/FIORINO ;SOUZA CAR;UN;"	";60;0;;0;0;0;;;
"BI	";;16007821842;;;BIOO16MM;SOUZA CAR;UN;"	";130;0;;0;0;1;;;
"05721	";;15998153581;;;MANGUEIRA RESPIRO LOGUS;SOUZA CAR;UN;"	";40;0;;0;0;0;;;
"260233	";;15990392357;;;SUB CALOTA CENTRO DA RODA GM 55MM.V.ELITE/ CAPETIVA C/E GM 3D;SOUZA CAR;UN;"	";50;0;;0;0;1;;87082912;
"1520146	";;15988111386;;;JUNTA COLETOR ESCAPE COROLLA 1.8 2005....;SOUZA CAR;UN;"	";100;0;;0;0;0;;;
"3316	";;15987505918;;;3316 INTERRUPTOR DE OLEO LIVINA;SOUZA CAR;UN;"	";140;0;;0;0;0;;;
"	";;15981401652;;;PARAFUSO TENSOR CORSA/;SOUZA CAR;UN;"	";35;0;;0;0;0;;;
"	";;15979311201;;;FAP9011;SOUZA CAR;UN;"	";210;0;;0;0;0;;;
"	";;15978146171;;;COXIM ESCAPAMENTO CLIO PEQUENO;SOUZA CAR;UN;"	";20;0;;0;0;0;;;
"	";;15977624451;;;BUCHA DA BANDEJA MARCH GRANDE;SOUZA CAR;UN;"	";32,5;0;;0;0;0;;;
"	";;15977624450;;;BUCHA DA BANDEJA MARH PEQUENA;SOUZA CAR;UN;"	";32,5;0;;0;0;0;;;
"	";;15977624449;;;COXIM CAMBIO MARCH 1.6 16V;SOUZA CAR;UN;"	";245;0;;0;0;0;;;
"	";;15974245422;;;ANEIS PALIO FIRE TD7508 STD;SOUZA CAR;UN;"	";0;0;;0;0;1;;;
"	";;16270347546;;;COXIM DO MOTOR TRASEIRO ESQUERDO SEM SUPORTE CORSA 2002 A 2011 MERIVA 2003 A 2012 MONTANA 2003 A 2010 SIMILAR ACX0;SOUZA CAR;UN;"	";0;0;;0;0;0;;;
"	";;16269303527;;;310014v;SOUZA CAR;UN;"	";0;0;;0;0;0;;;
"SYL3280	";;16321046254;;;PASTILHA TRASEIRA LANDER ROVER;SOUZA CAR;UN;"	R2 P7 LA - 46";200;63,3;;0;0;1;;;
"654	";;16301712814;;;KIT EMBREAGEM FOCUS 2000/...1.8;SOUZA CAR;UN;"	";650;0;;0;0;0;;;
"S20001	";;16294527373;;;BOMBA DE OLEO IPANEMA 1.8;SOUZA CAR;UN;"	";160;0;;0;0;0;;;
