NumeroDoPedido;ID_Cliente;ID_Vendedor;CreatedAt;Status;ID_Produto_ou_Codigo;Quantidade;ValorUnitario;ValorFrete;DescontoItem;Observacao;ID_FormaPagamento
184;43926;477;27/11/2023;PROPOSAL;751477;1;0,00;;;0010-W;514
184;43926;477;27/11/2023;PROPOSAL;751319;1;0,00;;;0010-W;514
185;43872;477;25/07/2024;PROPOSAL;751009;2;0,00;;;0011-5;493
185;43872;477;25/07/2024;PROPOSAL;751154;1;0,00;;;0011-5;493
185;43872;477;25/07/2024;PROPOSAL;751577;1;0,00;;;0011-5;493
186;43879;477;27/11/2023;PROPOSAL;751792;1;0,00;;;0011-W;514
187;43871;477;25/07/2024;PROPOSAL;751131;1;0,00;;;0012-5;514
188;43923;477;01/12/2023;PROPOSAL;750993;1;0,00;;;0012-W;514
188;43923;477;01/12/2023;PROPOSAL;751477;1;0,00;;;0012-W;514
188;43923;477;01/12/2023;PROPOSAL;751792;1;0,00;;;0012-W;514
189;43610;477;08/11/2024;PROPOSAL;751125;1;0,00;;;0013-5;500
190;43601;477;11/12/2023;PROPOSAL;751002;1;0,00;;;0013-W;493
190;43601;477;11/12/2023;PROPOSAL;751738;3;0,00;;;0013-W;493
191;43770;477;13/11/2024;PROPOSAL;751510;1;0,00;;;0014-5;493
191;43770;477;13/11/2024;PROPOSAL;751620;1;0,00;;;0014-5;493
191;43770;477;13/11/2024;PROPOSAL;751738;3;0,00;;;0014-5;493
192;43605;477;11/12/2023;PROPOSAL;751163;1;0,00;;;0014-W;493
192;43605;477;11/12/2023;PROPOSAL;751371;1;0,00;;;0014-W;493
193;43922;477;12/12/2023;PROPOSAL;751193;1;0,00;;;0015-W;514
193;43922;477;12/12/2023;PROPOSAL;751368;1;0,00;;;0015-W;514
193;43922;477;12/12/2023;PROPOSAL;751510;1;0,00;;;0015-W;514
194;43617;477;28/12/2024;PROPOSAL;751738;1;0,00;;;0016-5;493
195;43833;477;12/12/2023;PROPOSAL;752037;1;0,00;;;0016-W;514
196;43794;477;27/02/2025;PROPOSAL;751759;1;0,00;;;0017-5;493
197;43921;477;12/12/2023;PROPOSAL;751711;1;0,00;;;0017-W;493
198;43777;477;07/05/2025;PROPOSAL;751328;1;0,00;;;0018-5;514
198;43777;477;07/05/2025;PROPOSAL;751872;1;0,00;;;0018-5;514
198;43777;477;07/05/2025;PROPOSAL;751999;1;0,00;;;0018-5;514
199;43610;477;15/12/2023;PROPOSAL;751070;2;0,00;;;0018-W;514
199;43610;477;15/12/2023;PROPOSAL;751234;1;0,00;;;0018-W;514
199;43610;477;15/12/2023;PROPOSAL;751375;1;0,00;;;0018-W;514
200;43787;477;15/12/2023;PROPOSAL;751234;1;0,00;;;0019-W;493
200;43787;477;15/12/2023;PROPOSAL;751284;2;0,00;;;0019-W;493
200;43787;477;15/12/2023;PROPOSAL;751380;1;0,00;;;0019-W;493
201;43650;477;31/05/2025;PROPOSAL;751382;1;0,00;;;0020-5;514
201;43650;477;31/05/2025;PROPOSAL;751722;2;0,00;;;0020-5;514
201;43650;477;31/05/2025;PROPOSAL;751966;1;0,00;;;0020-5;514
202;43605;477;19/07/2025;PROPOSAL;751149;1;0,00;;;0021-5;493
203;43606;477;20/12/2025;PROPOSAL;751792;1;0,00;;;0022-5;493
204;43907;477;21/12/2023;PROPOSAL;751382;1;0,00;;;0022-W;493
204;43907;477;21/12/2023;PROPOSAL;751511;1;0,00;;;0022-W;493
204;43907;477;21/12/2023;PROPOSAL;751749;4;0,00;;;0022-W;493
205;43651;477;21/12/2023;PROPOSAL;751359;1;0,00;;;0023-W;493
205;43651;477;21/12/2023;PROPOSAL;751697;1;0,00;;;0023-W;493
205;43651;477;21/12/2023;PROPOSAL;751796;1;0,00;;;0023-W;493
206;43919;477;21/12/2023;PROPOSAL;751987;1;0,00;;;0025-W;514
206;43919;477;21/12/2023;PROPOSAL;752003;1;0,00;;;0025-W;514
207;43630;477;26/12/2023;PROPOSAL;751512;1;0,00;;;0026-W;493
207;43630;477;26/12/2023;PROPOSAL;751654;1;0,00;;;0026-W;493
207;43630;477;26/12/2023;PROPOSAL;751761;4;0,00;;;0026-W;493
208;43808;477;26/12/2023;PROPOSAL;751321;1;0,00;;;0027-W;514
209;43865;477;26/12/2023;PROPOSAL;751738;1;0,00;;;0028-W;514
210;43918;477;28/12/2023;PROPOSAL;751317;1;0,00;;;0029-W;493
210;43918;477;28/12/2023;PROPOSAL;752033;1;0,00;;;0029-W;493
211;43917;477;28/12/2023;PROPOSAL;751375;1;0,00;;;0030-W;514
212;43892;477;28/12/2023;PROPOSAL;751000;1;0,00;;;0031-W;514
212;43892;477;28/12/2023;PROPOSAL;751917;1;0,00;;;0031-W;514
213;43710;477;29/12/2023;PROPOSAL;751319;1;0,00;;;0032-W;514
214;43715;477;04/01/2024;PROPOSAL;751375;1;0,00;;;0033-W;493
215;43620;477;04/01/2024;PROPOSAL;752039;1;0,00;;;0034-W;514
216;43651;477;15/02/2024;PROPOSAL;751749;1;0,00;;;0040-W;514
216;43651;477;15/02/2024;PROPOSAL;751987;1;0,00;;;0040-W;514
217;43916;477;19/02/2024;PROPOSAL;751902;1;0,00;;;0041-W;514
218;43915;477;20/02/2024;PROPOSAL;751131;2;0,00;;;0042-W;514
219;43914;477;20/02/2024;PROPOSAL;751317;1;0,00;;;0044-W;513
220;43913;477;20/02/2024;PROPOSAL;751765;2;0,00;;;0045-W;493
221;43871;477;22/02/2024;PROPOSAL;751371;1;0,00;;;0049-W;514
222;43657;477;27/02/2024;PROPOSAL;751382;1;0,00;;;0050-W;514
222;43657;477;27/02/2024;PROPOSAL;751511;1;0,00;;;0050-W;514
222;43657;477;27/02/2024;PROPOSAL;751749;4;0,00;;;0050-W;514
223;43695;477;27/02/2024;PROPOSAL;751627;1;0,00;;;0051-W;514
224;43715;477;01/03/2024;PROPOSAL;751637;1;0,00;;;0052-W;493
224;43715;477;01/03/2024;PROPOSAL;751642;1;0,00;;;0052-W;493
224;43715;477;01/03/2024;PROPOSAL;751240;2;0,00;;;0052-W;493
225;43591;477;01/03/2024;PROPOSAL;751371;1;0,00;;;0053-W;493
226;43911;477;04/03/2024;PROPOSAL;751903;1;0,00;;;0054-W;514
227;43644;477;04/03/2024;PROPOSAL;750991;1;0,00;;;0055-W;514
227;43644;477;04/03/2024;PROPOSAL;751009;1;0,00;;;0055-W;514
228;43719;477;11/03/2024;PROPOSAL;751512;1;0,00;;;0057-W;493
228;43719;477;11/03/2024;PROPOSAL;751738;4;0,00;;;0057-W;493
228;43719;477;11/03/2024;PROPOSAL;751831;1;0,00;;;0057-W;493
229;43910;477;12/03/2024;PROPOSAL;751193;1;0,00;;;0058-W;493
229;43910;477;12/03/2024;PROPOSAL;752003;1;0,00;;;0058-W;493
230;43833;477;13/03/2024;PROPOSAL;751002;1;0,00;;;0059-W;514
230;43833;477;13/03/2024;PROPOSAL;751002;1;0,00;;;0059-W;514
230;43833;477;13/03/2024;PROPOSAL;751765;1;0,00;;;0059-W;514
231;43910;477;13/03/2024;PROPOSAL;751867;1;0,00;;;0060-W;493
232;43910;477;13/03/2024;PROPOSAL;752018;1;0,00;;;0061-W;493
233;43904;477;13/03/2024;PROPOSAL;751306;1;0,00;;;0062-W;493
233;43904;477;13/03/2024;PROPOSAL;752047;1;0,00;;;0062-W;493
234;43909;477;14/03/2024;PROPOSAL;751382;1;0,00;;;0063-W;493
234;43909;477;14/03/2024;PROPOSAL;751966;1;0,00;;;0063-W;493
234;43909;477;14/03/2024;PROPOSAL;751413;1;0,00;;;0063-W;493
235;43908;477;14/03/2024;PROPOSAL;751510;1;0,00;;;0064-W;493
235;43908;477;14/03/2024;PROPOSAL;751738;3;0,00;;;0064-W;493
236;43907;477;15/03/2024;PROPOSAL;751317;1;0,00;;;0065-W;514
236;43907;477;15/03/2024;PROPOSAL;752039;1;0,00;;;0065-W;514
237;43865;477;19/03/2024;PROPOSAL;751009;1;0,00;;;0067-W;514
237;43865;477;19/03/2024;PROPOSAL;751009;1;0,00;;;0067-W;514
238;43591;477;21/03/2024;PROPOSAL;751831;1;0,00;;;0068-W;493
239;43905;477;22/03/2024;PROPOSAL;751509;1;0,00;;;0069-W;514
239;43905;477;22/03/2024;PROPOSAL;751738;4;0,00;;;0069-W;514
240;43770;477;22/03/2024;PROPOSAL;752003;1;0,00;;;0070-W;514
241;43715;477;26/03/2024;PROPOSAL;751306;1;0,00;;;0071-W;493
241;43715;477;26/03/2024;PROPOSAL;752047;1;0,00;;;0071-W;493
242;43610;477;26/03/2024;PROPOSAL;751510;1;0,00;;;0072-W;493
242;43610;477;26/03/2024;PROPOSAL;751749;3;0,00;;;0072-W;493
242;43610;477;26/03/2024;PROPOSAL;751829;1;0,00;;;0072-W;493
243;43627;477;27/03/2024;PROPOSAL;751757;4;0,00;;;0073-W;493
243;43627;477;27/03/2024;PROPOSAL;752055;1;0,00;;;0073-W;493
244;43704;477;03/04/2024;PROPOSAL;751722;2;0,00;;;0074-W;514
244;43704;477;03/04/2024;PROPOSAL;751738;4;0,00;;;0074-W;514
245;43766;477;04/04/2024;PROPOSAL;751980;1;0,00;;;0075-W;514
246;43617;477;09/04/2024;PROPOSAL;751738;1;0,00;;;0076-W;514
247;43715;477;09/04/2024;PROPOSAL;751579;1;0,00;;;0077-W;514
247;43715;477;09/04/2024;PROPOSAL;751601;2;0,00;;;0077-W;514
247;43715;477;09/04/2024;PROPOSAL;751738;3;0,00;;;0077-W;514
248;43804;477;11/04/2024;PROPOSAL;751626;1;0,00;;;0078-W;514
248;43804;477;11/04/2024;PROPOSAL;752018;1;0,00;;;0078-W;514
249;43651;477;15/04/2024;PROPOSAL;751738;1;0,00;;;0079-W;493
250;43816;477;15/04/2024;PROPOSAL;751368;1;0,00;;;0080-W;493
250;43816;477;15/04/2024;PROPOSAL;751477;1;0,00;;;0080-W;493
251;43625;477;15/04/2024;PROPOSAL;751510;1;0,00;;;0081-W;493
251;43625;477;15/04/2024;PROPOSAL;751738;3;0,00;;;0081-W;493
252;43617;477;18/04/2024;PROPOSAL;751496;1;0,00;;;0082-W;493
252;43617;477;18/04/2024;PROPOSAL;751637;1;0,00;;;0082-W;493
252;43617;477;18/04/2024;PROPOSAL;751641;1;0,00;;;0082-W;493
253;43867;477;22/04/2024;PROPOSAL;751792;1;0,00;;;0083-W;493
254;43794;477;22/04/2024;PROPOSAL;751368;1;0,00;;;0084-W;493
254;43794;477;22/04/2024;PROPOSAL;751511;1;0,00;;;0084-W;493
254;43794;477;22/04/2024;PROPOSAL;751738;4;0,00;;;0084-W;493
255;43736;477;25/04/2024;PROPOSAL;751511;1;0,00;;;0085-W;493
255;43736;477;25/04/2024;PROPOSAL;751658;2;0,00;;;0085-W;493
255;43736;477;25/04/2024;PROPOSAL;751825;1;0,00;;;0085-W;493
256;43602;477;25/04/2024;PROPOSAL;751510;1;0,00;;;0086-W;493
256;43602;477;25/04/2024;PROPOSAL;751738;3;0,00;;;0086-W;493
256;43602;477;25/04/2024;PROPOSAL;751987;1;0,00;;;0086-W;493
257;43900;477;26/04/2024;PROPOSAL;751499;1;0,00;;;0087-W;514
257;43900;477;26/04/2024;PROPOSAL;751512;1;0,00;;;0087-W;514
257;43900;477;26/04/2024;PROPOSAL;751738;3;0,00;;;0087-W;514
258;43797;477;26/04/2024;PROPOSAL;751796;1;0,00;;;0088-W;493
258;43797;477;26/04/2024;PROPOSAL;751829;1;0,00;;;0088-W;493
259;43651;477;29/04/2024;PROPOSAL;751167;1;0,00;;;0089-W;493
259;43651;477;29/04/2024;PROPOSAL;751321;1;0,00;;;0089-W;493
259;43651;477;29/04/2024;PROPOSAL;751869;1;0,00;;;0089-W;493
260;43899;477;29/04/2024;PROPOSAL;751474;1;0,00;;;0090-W;493
261;43887;477;30/04/2024;PROPOSAL;752003;1;0,00;;;0091-W;493
262;43700;477;30/04/2024;PROPOSAL;751371;1;0,00;;;0092-W;493
263;43898;477;06/05/2024;PROPOSAL;751009;1;0,00;;;0093-W;514
264;43761;477;06/05/2024;PROPOSAL;751324;1;0,00;;;0094-W;493
264;43761;477;06/05/2024;PROPOSAL;751362;1;0,00;;;0094-W;493
264;43761;477;06/05/2024;PROPOSAL;751577;1;0,00;;;0094-W;493
265;43761;477;07/05/2024;PROPOSAL;750991;2;0,00;;;0095-W;493
265;43761;477;07/05/2024;PROPOSAL;751872;1;0,00;;;0095-W;493
266;43897;477;07/05/2024;PROPOSAL;751483;1;0,00;;;0096-W;514
266;43897;477;07/05/2024;PROPOSAL;751511;1;0,00;;;0096-W;514
266;43897;477;07/05/2024;PROPOSAL;751776;4;0,00;;;0096-W;514
267;43876;477;07/05/2024;PROPOSAL;751368;1;0,00;;;0097-W;514
268;43719;477;08/05/2024;PROPOSAL;751081;1;0,00;;;0098-W;493
268;43719;477;08/05/2024;PROPOSAL;751568;1;0,00;;;0098-W;493
268;43719;477;08/05/2024;PROPOSAL;751882;1;0,00;;;0098-W;493
269;43700;477;09/05/2024;PROPOSAL;751721;1;0,00;;;0099-W;493
270;43896;477;09/05/2024;PROPOSAL;751167;1;0,00;;;0100-W;493
270;43896;477;09/05/2024;PROPOSAL;751380;1;0,00;;;0100-W;493
270;43896;477;09/05/2024;PROPOSAL;751390;1;0,00;;;0100-W;493
271;43866;477;09/05/2024;PROPOSAL;750991;2;0,00;;;0101-W;514
271;43866;477;09/05/2024;PROPOSAL;751568;1;0,00;;;0101-W;514
271;43866;477;09/05/2024;PROPOSAL;751878;1;0,00;;;0101-W;514
272;43896;477;09/05/2024;PROPOSAL;751386;1;0,00;;;0102-W;493
273;43651;477;13/05/2024;PROPOSAL;751510;1;0,00;;;0103-W;514
273;43651;477;13/05/2024;PROPOSAL;751736;3;0,00;;;0103-W;514
273;43651;477;13/05/2024;PROPOSAL;751779;1;0,00;;;0103-W;514
274;43895;477;13/05/2024;PROPOSAL;751110;1;0,00;;;0104-W;514
275;43894;477;14/05/2024;PROPOSAL;751675;1;0,00;;;0105-W;514
275;43894;477;14/05/2024;PROPOSAL;752043;1;0,00;;;0105-W;514
276;43893;477;14/05/2024;PROPOSAL;751382;1;0,00;;;0106-W;493
276;43893;477;14/05/2024;PROPOSAL;751511;1;0,00;;;0106-W;493
276;43893;477;14/05/2024;PROPOSAL;751966;1;0,00;;;0106-W;493
277;43685;477;15/05/2024;PROPOSAL;751321;1;0,00;;;0107-W;514
278;43842;477;16/05/2024;PROPOSAL;751829;1;0,00;;;0108-W;493
279;43707;477;17/05/2024;PROPOSAL;750998;1;0,00;;;0109-W;493
279;43707;477;17/05/2024;PROPOSAL;751167;1;0,00;;;0109-W;493
279;43707;477;17/05/2024;PROPOSAL;751382;1;0,00;;;0109-W;493
280;43849;477;17/05/2024;PROPOSAL;751165;1;0,00;;;0110-W;493
280;43849;477;17/05/2024;PROPOSAL;751375;1;0,00;;;0110-W;493
280;43849;477;17/05/2024;PROPOSAL;751579;1;0,00;;;0110-W;493
281;43707;477;17/05/2024;PROPOSAL;751125;2;0,00;;;0111-W;493
281;43707;477;17/05/2024;PROPOSAL;751282;1;0,00;;;0111-W;493
282;43849;477;17/05/2024;PROPOSAL;751368;1;0,00;;;0112-W;493
283;43707;477;17/05/2024;PROPOSAL;751658;1;0,00;;;0113-W;493
284;43854;477;20/05/2024;PROPOSAL;751733;5;0,00;;;0114-W;514
285;43707;477;20/05/2024;PROPOSAL;751275;1;0,00;;;0115-W;493
286;43766;477;20/05/2024;PROPOSAL;751736;1;0,00;;;0116-W;514
287;43892;477;20/05/2024;PROPOSAL;751131;1;0,00;;;0117-W;493
288;43605;477;21/05/2024;PROPOSAL;751794;1;0,00;;;0118-W;493
289;43695;477;22/05/2024;PROPOSAL;751512;1;0,00;;;0119-W;514
289;43695;477;22/05/2024;PROPOSAL;751736;3;0,00;;;0119-W;514
290;43726;477;23/05/2024;PROPOSAL;751138;1;0,00;;;0120-W;493
290;43726;477;23/05/2024;PROPOSAL;751426;1;0,00;;;0120-W;493
290;43726;477;23/05/2024;PROPOSAL;751428;1;0,00;;;0120-W;493
291;43891;477;23/05/2024;PROPOSAL;751664;2;0,00;;;0121-W;493
292;43890;477;23/05/2024;PROPOSAL;751511;1;0,00;;;0122-W;493
292;43890;477;23/05/2024;PROPOSAL;751577;1;0,00;;;0122-W;493
292;43890;477;23/05/2024;PROPOSAL;751736;4;0,00;;;0122-W;493
293;43859;477;24/05/2024;PROPOSAL;751241;4;0,00;;;0123-W;514
293;43859;477;24/05/2024;PROPOSAL;751722;1;0,00;;;0123-W;514
294;43888;477;29/05/2024;PROPOSAL;751248;4;0,00;;;0124-W;493
294;43888;477;29/05/2024;PROPOSAL;751650;2;0,00;;;0124-W;493
294;43888;477;29/05/2024;PROPOSAL;751672;2;0,00;;;0124-W;493
295;43590;477;31/05/2024;PROPOSAL;751850;2;0,00;;;0125-W;514
295;43590;477;31/05/2024;PROPOSAL;751240;2;0,00;;;0125-W;514
296;43736;477;04/06/2024;PROPOSAL;751165;1;0,00;;;0127-W;493
297;43808;477;04/06/2024;PROPOSAL;751311;1;0,00;;;0128-W;493
298;43589;477;05/06/2024;PROPOSAL;751120;1;0,00;;;0129-W;493
298;43589;477;05/06/2024;PROPOSAL;751384;1;0,00;;;0129-W;493
298;43589;477;05/06/2024;PROPOSAL;751827;2;0,00;;;0129-W;493
299;43886;477;06/06/2024;PROPOSAL;751382;1;0,00;;;0130-W;514
299;43886;477;06/06/2024;PROPOSAL;751511;1;0,00;;;0130-W;514
299;43886;477;06/06/2024;PROPOSAL;751736;3;0,00;;;0130-W;514
300;43779;477;06/06/2024;PROPOSAL;751375;1;0,00;;;0131-W;493
301;43752;477;06/06/2024;PROPOSAL;751509;1;0,00;;;0132-W;514
301;43752;477;06/06/2024;PROPOSAL;751736;4;0,00;;;0132-W;514
302;43882;477;06/06/2024;PROPOSAL;751514;1;0,00;;;0133-W;493
302;43882;477;06/06/2024;PROPOSAL;751627;1;0,00;;;0133-W;493
302;43882;477;06/06/2024;PROPOSAL;751736;3;0,00;;;0133-W;493
303;43696;477;06/06/2024;PROPOSAL;751306;1;0,00;;;0134-W;493
303;43696;477;06/06/2024;PROPOSAL;751380;1;0,00;;;0134-W;493
303;43696;477;06/06/2024;PROPOSAL;752047;1;0,00;;;0134-W;493
304;43885;477;06/06/2024;PROPOSAL;751009;1;0,00;;;0135-W;514
304;43885;477;06/06/2024;PROPOSAL;752022;1;0,00;;;0135-W;514
305;43884;477;07/06/2024;PROPOSAL;752047;1;0,00;;;0136-W;514
306;43866;477;10/06/2024;PROPOSAL;751368;1;0,00;;;0138-W;514
306;43866;477;10/06/2024;PROPOSAL;751592;1;0,00;;;0138-W;514
306;43866;477;10/06/2024;PROPOSAL;751723;1;0,00;;;0138-W;514
307;43879;477;11/06/2024;PROPOSAL;752043;1;0,00;;;0139-W;493
308;43770;477;11/06/2024;PROPOSAL;751928;1;0,00;;;0141-W;493
309;43876;477;11/06/2024;PROPOSAL;751117;1;0,00;;;0142-W;514
310;43883;477;11/06/2024;PROPOSAL;751380;1;0,00;;;0143-W;493
310;43883;477;11/06/2024;PROPOSAL;751972;1;0,00;;;0143-W;493
311;43851;477;12/06/2024;PROPOSAL;751512;1;0,00;;;0144-W;514
311;43851;477;12/06/2024;PROPOSAL;751736;3;0,00;;;0144-W;514
312;43731;477;12/06/2024;PROPOSAL;751511;1;0,00;;;0145-W;493
312;43731;477;12/06/2024;PROPOSAL;751577;1;0,00;;;0145-W;493
312;43731;477;12/06/2024;PROPOSAL;751736;4;0,00;;;0145-W;493
313;43737;477;12/06/2024;PROPOSAL;752001;1;0,00;;;0146-W;493
314;43726;477;12/06/2024;PROPOSAL;751263;1;0,00;;;0147-W;493
315;43731;477;13/06/2024;PROPOSAL;751154;1;0,00;;;0148-W;493
316;43882;477;13/06/2024;PROPOSAL;751569;1;0,00;;;0149-W;493
317;43810;477;13/06/2024;PROPOSAL;751284;2;0,00;;;0150-W;493
317;43810;477;13/06/2024;PROPOSAL;751635;1;0,00;;;0150-W;493
317;43810;477;13/06/2024;PROPOSAL;751642;1;0,00;;;0150-W;493
318;43882;477;13/06/2024;PROPOSAL;751368;1;0,00;;;0151-W;493
318;43882;477;13/06/2024;PROPOSAL;751627;1;0,00;;;0151-W;493
319;43881;477;17/06/2024;PROPOSAL;751317;1;0,00;;;0152-W;514
319;43881;477;17/06/2024;PROPOSAL;752035;1;0,00;;;0152-W;514
320;43852;477;17/06/2024;PROPOSAL;751430;1;0,00;;;0153-W;514
321;43745;477;17/06/2024;PROPOSAL;751829;1;0,00;;;0154-W;493
322;43880;477;19/06/2024;PROPOSAL;751317;1;0,00;;;0155-W;493
322;43880;477;19/06/2024;PROPOSAL;751577;1;0,00;;;0155-W;493
322;43880;477;19/06/2024;PROPOSAL;751999;1;0,00;;;0155-W;493
323;43745;477;19/06/2024;PROPOSAL;751284;2;0,00;;;0156-W;493
323;43745;477;19/06/2024;PROPOSAL;751375;1;0,00;;;0156-W;493
324;43880;477;19/06/2024;PROPOSAL;751511;1;0,00;;;0157-W;493
324;43880;477;19/06/2024;PROPOSAL;751736;4;0,00;;;0157-W;493
325;43879;477;20/06/2024;PROPOSAL;751368;1;0,00;;;0158-W;493
325;43879;477;20/06/2024;PROPOSAL;751757;3;0,00;;;0158-W;493
325;43879;477;20/06/2024;PROPOSAL;751870;1;0,00;;;0158-W;493
326;43798;477;20/06/2024;PROPOSAL;751384;1;0,00;;;0159-W;493
327;43737;477;20/06/2024;PROPOSAL;751736;2;0,00;;;0160-W;493
328;43878;477;05/07/2024;PROPOSAL;751829;1;0,00;;;0163-W;493
329;43877;477;08/07/2024;PROPOSAL;751788;2;0,00;;;0164-W;514
330;43748;477;08/07/2024;PROPOSAL;751794;1;0,00;;;0165-W;514
331;43766;477;09/07/2024;PROPOSAL;751639;1;0,00;;;0166-W;493
331;43766;477;09/07/2024;PROPOSAL;751786;1;0,00;;;0166-W;493
332;43651;477;10/07/2024;PROPOSAL;751435;1;0,00;;;0167-W;514
332;43651;477;10/07/2024;PROPOSAL;751437;1;0,00;;;0167-W;514
332;43651;477;10/07/2024;PROPOSAL;751844;1;0,00;;;0167-W;514
333;43876;477;11/07/2024;PROPOSAL;751796;1;0,00;;;0168-W;493
334;43861;477;12/07/2024;PROPOSAL;751510;1;0,00;;;0169-W;513
334;43861;477;12/07/2024;PROPOSAL;751765;3;0,00;;;0169-W;513
335;43875;477;12/07/2024;PROPOSAL;751163;1;0,00;;;0170-W;493
335;43875;477;12/07/2024;PROPOSAL;751384;1;0,00;;;0170-W;493
335;43875;477;12/07/2024;PROPOSAL;751960;1;0,00;;;0170-W;493
336;43874;477;12/07/2024;PROPOSAL;751595;1;0,00;;;0171-W;493
336;43874;477;12/07/2024;PROPOSAL;751765;3;0,00;;;0171-W;493
337;43787;477;12/07/2024;PROPOSAL;751167;1;0,00;;;0172-W;493
337;43787;477;12/07/2024;PROPOSAL;751626;1;0,00;;;0172-W;493
338;43591;477;15/07/2024;PROPOSAL;751512;1;0,00;;;0173-W;493
338;43591;477;15/07/2024;PROPOSAL;751736;4;0,00;;;0173-W;493
338;43591;477;15/07/2024;PROPOSAL;751796;1;0,00;;;0173-W;493
339;43874;477;18/07/2024;PROPOSAL;751870;1;0,00;;;0174-W;493
340;43861;477;18/07/2024;PROPOSAL;751380;1;0,00;;;0175-W;493
341;43873;477;18/07/2024;PROPOSAL;751009;1;0,00;;;0176-W;493
342;43770;477;25/07/2024;PROPOSAL;751980;1;0,00;;;0178-W;493
342;43770;477;25/07/2024;PROPOSAL;751987;1;0,00;;;0178-W;493
343;43624;477;26/07/2024;PROPOSAL;750991;2;0,00;;;0179-W;493
344;43675;477;26/07/2024;PROPOSAL;751720;1;0,00;;;0180-W;493
344;43675;477;26/07/2024;PROPOSAL;751844;1;0,00;;;0180-W;493
345;43864;477;30/07/2024;PROPOSAL;751569;1;0,00;;;0182-W;493
345;43864;477;30/07/2024;PROPOSAL;751627;1;0,00;;;0182-W;493
345;43864;477;30/07/2024;PROPOSAL;751870;1;0,00;;;0182-W;493
346;43635;477;01/08/2024;PROPOSAL;751510;1;0,00;;;0184-W;514
346;43635;477;01/08/2024;PROPOSAL;751736;3;0,00;;;0184-W;514
347;43869;477;02/08/2024;PROPOSAL;751368;1;0,00;;;0185-W;493
347;43869;477;02/08/2024;PROPOSAL;751509;1;0,00;;;0185-W;493
347;43869;477;02/08/2024;PROPOSAL;751736;4;0,00;;;0185-W;493
348;43867;477;06/08/2024;PROPOSAL;751163;1;0,00;;;0186-W;493
348;43867;477;06/08/2024;PROPOSAL;751371;1;0,00;;;0186-W;493
349;43866;477;06/08/2024;PROPOSAL;751091;1;0,00;;;0187-W;493
349;43866;477;06/08/2024;PROPOSAL;751579;1;0,00;;;0187-W;493
349;43866;477;06/08/2024;PROPOSAL;751928;1;0,00;;;0187-W;493
350;43865;477;07/08/2024;PROPOSAL;751796;1;0,00;;;0188-W;514
351;43864;477;07/08/2024;PROPOSAL;751738;1;0,00;;;0189-W;493
352;43863;477;08/08/2024;PROPOSAL;751382;1;0,00;;;0190-W;500
352;43863;477;08/08/2024;PROPOSAL;751650;2;0,00;;;0190-W;500
352;43863;477;08/08/2024;PROPOSAL;751903;2;0,00;;;0190-W;500
353;43610;477;08/08/2024;PROPOSAL;751400;1;0,00;;;0191-W;500
353;43610;477;08/08/2024;PROPOSAL;751470;1;0,00;;;0191-W;500
353;43610;477;08/08/2024;PROPOSAL;751386;1;0,00;;;0191-W;500
354;43862;477;08/08/2024;PROPOSAL;751786;2;0,00;;;0192-W;493
355;43861;477;13/08/2024;PROPOSAL;751626;1;0,00;;;0193-W;514
356;43845;477;13/08/2024;PROPOSAL;751009;1;0,00;;;0194-W;493
356;43845;477;13/08/2024;PROPOSAL;751511;1;0,00;;;0194-W;493
356;43845;477;13/08/2024;PROPOSAL;752029;1;0,00;;;0194-W;493
357;43842;477;13/08/2024;PROPOSAL;751380;1;0,00;;;0195-W;514
358;43617;477;13/08/2024;PROPOSAL;751844;1;0,00;;;0196-W;493
358;43617;477;13/08/2024;PROPOSAL;751900;2;0,00;;;0196-W;493
358;43617;477;13/08/2024;PROPOSAL;751980;1;0,00;;;0196-W;493
359;43651;477;14/08/2024;PROPOSAL;751898;1;0,00;;;0197-W;514
360;43858;477;14/08/2024;PROPOSAL;751400;1;0,00;;;0198-W;493
360;43858;477;14/08/2024;PROPOSAL;751974;1;0,00;;;0198-W;493
361;43629;477;15/08/2024;PROPOSAL;751794;1;0,00;;;0199-W;514
362;43710;477;15/08/2024;PROPOSAL;750989;1;0,00;;;0200-W;493
362;43710;477;15/08/2024;PROPOSAL;751265;1;0,00;;;0200-W;493
362;43710;477;15/08/2024;PROPOSAL;751240;1;0,00;;;0200-W;493
363;43651;477;20/08/2024;PROPOSAL;751928;1;0,00;;;0201-W;514
364;43622;477;21/08/2024;PROPOSAL;751759;1;0,00;;;0202-W;500
365;43651;477;21/08/2024;PROPOSAL;751738;1;0,00;;;0203-W;514
366;43624;477;21/08/2024;PROPOSAL;750995;1;0,00;;;0204-W;514
366;43624;477;21/08/2024;PROPOSAL;751163;1;0,00;;;0204-W;514
367;43769;477;22/08/2024;PROPOSAL;751577;1;0,00;;;0205-W;493
368;43859;477;22/08/2024;PROPOSAL;751677;1;0,00;;;0206-W;500
369;43629;477;22/08/2024;PROPOSAL;751167;1;0,00;;;0207-W;514
369;43629;477;22/08/2024;PROPOSAL;751400;1;0,00;;;0207-W;514
370;43605;477;22/08/2024;PROPOSAL;751627;1;0,00;;;0208-W;514
371;43766;477;22/08/2024;PROPOSAL;751786;1;0,00;;;0209-W;493
372;43858;477;26/08/2024;PROPOSAL;751928;1;0,00;;;0210-W;514
